Index,Review,Manual Presence Label
8644,"Possibly better than frozen, but the wait may not be worth it.
My first Papa John Pizza experience. The pizza sauce is too far on the sweet side for me. It was very average - which was disappointing because they claim ""better Pizza"". The taste isn't better .

Much prefer Domino's or Sicily's for delivery
Nothing beats Costco Pizza for me though :)",Visited
8645,"Good food, terrible service sometimes.",Visited
8646,Good gas,Rumor
8647,The Lake view during sunny afternoons is awesome!,Rumor
8648,"Such a rad shop, with many talented artist.",Rumor
8649,"I've delt with Teri and Genni and they are both very knowledgeable. They put me, the customer, first and presented me with options that would work best for my needs. I appreciate that in sales as a lot of others try and push what's best for them and they're pay plan. Definitely recommend.",Rumor
8650,Ok,Rumor
8651,"I love this place, but they are spendy.",Rumor
8652,Going out of Business,Rumor
8653,Good food & service,Visited
8654,The Walmart out in Dimond is Great,Rumor
8655,Everything,Rumor
8656,"Great place to eat, always come here.",Rumor
8657,"Jeff & Kelly were AWESOME...did a great job, very professional, & even played with my pit bull...weren't afraid of him at all...just all around great guys & I'd recommend them 2 anyone...Discount Mechanical is #1...",Rumor
8658,"Fun place, good food",Visited
8659,First time here based on recommendation from someone else. Salmon chowder was room temp on the verge of cold. Bus boy checked on me and warmed it up but the waitress didn't seem to care as she never came back. Up here visiting from kenai and didn't want to waste my appetite so I just left and will probably never come back. Going to a different restaurant that will want my money more.,Rumor
8660,Great food. great prices!,Visited
8661,Chicken Panang was amazing!,Rumor
8662,"Well stocked, friendly and knowledgeable staff.  They were able to recommend a product to help my chicks survive coccidiosis.",Rumor
8663,"Very impressed.  I visited for the first time the other day on a recommendation and glad I did.  The food was delicious, the staff was extremely friendly and attentive and desert was on point!  I'll be a frequent customer.",Visited
8664,"Delicious well seasoned cuisine, variety of foods & beverages, cocktails & desserts, friendly attentive staff",Visited
8665,"""Lovely customer service and the get your order done in a timely matter.""",Visited
8666,Best pizza in town,Rumor
8667,This has been one of my favorite restaurants by far in Seward. The crab was great and so was the fish and chips. I'll be going again.,Rumor
8668,Solid old school burger joint with excellent fries,Rumor
8669,Cool everything,Rumor
8670,Great pizza & relaxed atmosphere,Rumor
8671,"Sandwiches are consistently good here, staff is usually with it. Bathrooms are generally busy. Good stop on the way to and from",Rumor
8672,Nice people and good selection for small town general store,Rumor
8673,Beautiful view.,Rumor
8674,"Fantastic food and wonderful customer service! Next time I come I'll try the burgers. I've seen a lot of people ordering them and they look great.

The food comes hot, fresh, and very fast. Its also the only place I know own that serves a good horchata in Anchorage.",Visited
8675,It's a very nice place to walk my laps in a comfortable atmosphere.,Rumor
8676,I ordered here twice. It does not taste like real Chinese food but its not that bad. It pricey in my opinion.  I was surprised to find out it had been voted Anchorage Best Chinese because I have tasted better in Anchorage for less. I recently met the original owner. So maybe the quality declined when the new owner took over?? Not sure but Id rather buy at carrs or drive across town to Government Hill for Chinese then drive 5 mins to this place.,Visited
8677,My studded tires I bought there work great in icy weather.  I drive by once a week. Nice to know the tire guys are there if I need them.,Rumor
8678,Love this clothes brand one of my favorites. I came here to return some stuff I had order because the were broken and they took them back and game me new ones. The lady at the register was very nice and polite and very helpful.,Rumor
8679,Can get lost with ideas!,Rumor
8680,Everything I need !!!,Rumor
8681,Seems like always sh I rt on supply,Rumor
8682,Good food. I really like the sourdough pancakes. Service was just ok. That's why not 5 stars,Visited
8683,Great pizza.  Love the roasted garlic as a topping option!,Rumor
8684,"Great boat launch, wear your life vests everyone!",Rumor
8685,"So much to see. I really enjoy the backstage tours. Getting to talk with these animals caretakers is so much fun. The staff is so knowledgeable that you can have a real discussion about the care of the animals and Alaska's wildlife. Especially getting to see things that you would never get to see without a boat tour. Granted you won't see a whale at the SeaLife Center, but the seals, sea lions, otters, and all the other critters are awesome",Rumor
8686,"My daughter and I love red Apple! They have absolutely everything in there! They have prell, they have finesse shampoo! I haven't been able to find finesse shampoo since I was in high school in 1993. They have everything everybody super night I super love it when they have coupons!",Rumor
8687,"Polite and efficient staff! Willing to work around schedules and issues! They remember you, you're more than a number to them!",Rumor
8688,"One of the best parks in Anchorage.  Great playground for the kids, lush long fields for pets to run.",Rumor
8689,"Jose was great, I was going to redeem just a free pass till Jose recommend I sign up, which as for free. I don't know what the $20 was for but I enjoyed the club, apparently I feel like I'm being judged by one of the employee, she look Chinese American and has dirty blonde hair. I will come here more often for such a friendly staff, besides that one girl.",Visited
8690,Pricey and portions a bit small.,Rumor
8691,Missing 1/3 pf my southwest salad. Slow reaction time.,Rumor
8692,It's great if your a tourist,Rumor
8693,Everyday is taco tuesday,Rumor
8694,"Nice.
Huge rooms",Rumor
8695,Nice people,Rumor
8696,Super friendly staff! Everything my puppy need and wants.,Rumor
8697,Very good park.  A few homeless hang around but they stay to themselves away from the playground.,Rumor
8698,Best tacos I've had in Anchorage. Very friendly and great service!,Visited
8699,A fav stop,Rumor
8700,excellent food. totally did not know this was a restaurant until now. my friend took me there.,Visited
8701,"Crowded,  long wait. Great food though so it's worth it. (The wait) Lol",Visited
8702,Same as any other Wal-Mart save the views are much better here in anchorage over where I'm from... Traveling Outsider gives this Wal-Mart 4 stars!,Rumor
8703,Love shopping here. And the people rock.,Rumor
8704,Great place to feel Alaska's heritage,Rumor
8705,"Great food, amazing service! Came in for 1 and they placed me with a great view of the water front!",Visited
8706,Nice comfy chairs!,Rumor
8707,Great customer service!!,Visited
8708,"The staff was superb, the food was delicious!! We can't wait for our next visit! Definitely a hidden treasure in Anchorage 💙",Visited
8709,Nice place to meet friends.,Rumor
8710,"The staff is friendly.  The  meat department and the produce department are the best in town.  The food prices are reasonable, and the liquor store has a good selection.  I have  used the bakery four times for custom cakes, and they have never disappointed me.  Five dollar Friday makes it affordable for the Church bakery detail.   The only downside  is that the deli line leaves a lot to be desired after five pm.",Visited
8711,They were able to get the parts I was looking for sent up from Anchorage the same day. Decently knowledgeable staff.,Rumor
8712,"Nice, classic old school record store.  Will become a regular music stop for me.",Rumor
8713,The donuts,Rumor
8714,Great,Rumor
8715,"The crust was good, thin and crispy, but the sauce was super thin and not very flavorful. The mozzarella sticks were tiny, the marinara was like mild salsa, just super super thin.",Rumor
8716,Great place to sell your gear and find new to you stuff!,Rumor
8717,Had the breakfast burrito with avocado and chorizo. Top notch. I highly recommend trying that(which is also offered as a vegan option) or the strawberry banana multigrain pancakes. 👌🏾,Rumor
8718,Many interesting fish. Seals and sea lions we're impressive. Staff was friendly and taught us about octopodes,Rumor
8719,"Always super helpful and go that extra mile for you!

A couple years ago I was having some car trouble. I had a 2003 Honda Civic that had been passed down through multiple people in my family that did not take care for the car. When I finally got the car there was over 500,000 miles on it, it was beat up, and had many little problems (like windows and locks not working).

I brought my car in to Continetal and they then went through the LONG process of getting everything fixed for me. Unfortunately, there was a much needed replacement to the t-belt I could not get due to trying to save up and get a new car. The plan was to fix up all the problems of this car and to buy a new one....yeah, that didn't exactly go as planned.

A couple weeks passed and, as predicted by Continetal, the t-belt broke while on my morning commute to work. As it flung off it hit my engine, creating a huge hole in the side of it. Unfortunately at that point all the bandaids weren't enough to save that car.

I then had to go through the process of buying a new car. The staff on the sales side are just as amazing! I explained my situation and I was helped tremendously! I ended up test driving the 2016 HR-V and fell in love instantly! I bought the car that night!

Now, I only visit for the occasional tire and oil change. And every time I am greeted by the friendly staff, some that recognize me from the horrible Civic experience :D.

Overall, this is the best place to go to if you have a car falling under their Continetal group. I always get great service and awesome prices!",Visited
8720,i went out there to get PS3 at Gamestop. The mall was stagnant. Nothing NEW.,Rumor
8721,"Sales review

We have been buying vehicles from Kendall Subaru, previously Auto Service Company, for over 20 years. 5 separate vehicles now. We have always felt we were treated fairly and honestly and were getting a good value for our money. The sales staff is knowledgeable and patient and honestly wants you to feel good about your purchase.",Visited
8722,Unfortunately they are closed till may 15th,Rumor
8723,Service is good. Tables could be cleaned better.  Take some time to make the restaurant look clean.,Visited
8724,Yummy! I was looking for a regular Chinese meal. We enjoyed a family combo for two. It was fresh and delicious.,Visited
8725,Hard to want to stay there. Old furnishings and building. May be what you want if low cost is the priority.,Rumor
8726,"Pretty good details of the area and some history. The staff was knowledgable and helpful as well.  Not a 5 star only because they didnt seem to have much else other than biologists exhibits there, but otherwise is was a pretty good hour or so.",Rumor
8727,The best new bookstore in town. The employees always know where things are. The atmosphere is always calm and clean-security is always on point-nothing crazy seemed to happen when I'm there. The books are at a reasonable price:),Rumor
8728,They had super fresh donuts..I just couldn't take my eyes off of them! Yummy!,Rumor
8729,OMG theyre like sam & lees in barrow. Found my 3 combo here in Anch.,Rumor
8730,Loved it. Small family run hotel great if you want a good night sleep with peace and quiet. Some rooms have kitchenette in them. They also offer small breakfast in the morning. They are very close to the airport but you don't normally hear the planes. They have wifi.,Rumor
8731,"M+B fer 80 bones, fast fast n gottem in n out.",Rumor
8732,FEAR OF FLYING?? NO PROBLEM STOP BY AND GET SOME COURAGE IN A SHOT GLASS OR HAVE A BEER,Rumor
8733,"Wonderful pristine part of accessible Tongas Rainforest. Guides were knowledgeable, friendly and entertaining. Was lucky enough to see a bear and then birds of prey in the Raptor Centre. Great place to visit. Take rainproof clothing!!!!",Rumor
8734,Authentic old times bar with good Duck Farts.,Rumor
8735,Find anything you need...even hookers.,Rumor
8736,You get what you pay for. Amazing.,Rumor
8737,Comes with it,Rumor
8738,"The 'Brand New' REI store is incredible.  I feel transported into an outdoors commercial where everything is perfect.  The clothing is soft, warm, and if I'm lucky the it's on clearance.  No matter what I buy I'm getting money back with my REI Membership, so I know that I'm coming back next season to buy more goodies!  Bring a cup of coffee and walk slowly.

Plenty of parking at this location too!

If this review was helpful please click the Like button.",Rumor
8739,Love the food.,Visited
8740,Probably deserves a higher rating.  Came highly recommended.  It was ok.,Rumor
8741,"Smiles, need more . If u only rent 2 nights u have to request room service and clean towels????? I found some long hair in my sheets the last morning ugg. I have stayed there before. It was clean.",Visited
8742,Always helpful staff and plenty of everything you need. This store is a little tight for maneuvering.,Rumor
8743,"The food was exceptional, also the service was awesome as well. I thoroughly enjoyed my experience here.",Visited
8744,I only stopped here for a coffee while picking someone up from the airport.,Rumor
8745,Burgers are so big  and so so good .They are now open 7 days a week go get some food,Visited
8746,This is one of the least helpful stores I have ever been in. I have been here multiple times and everytime I have asked for help it has been a problem or I was given the wrong information. I was so excited when I heard Michaels was coming to the valley and it's been a huge disappointment.,Rumor
8747,Love it,Rumor
8748,Great place to find interesting items!  The DVD's are well above the local second market value and would reccomend local pawnshops.  I would suggest is have a well charged smart phone with a good data plan to do research before purchase.  On the surface it appears they are a somewhat charitable organization but for a place that obtains their revenue from donations they could at least provide bags to their customers free of charge.,Rumor
8749,The vets are knowledgable and know their stuff.  They helped use get through a very painful.process yesterday.,Rumor
8750,Drive thru is pretty quick and efficient,Rumor
8751,"Great food, awesome brews and entertainment to go along with it.",Visited
8752,"Delicious food. Sort of pricey, but worth it.",Visited
8753,Great price and service.,Visited
8754,"Always try it again and again, and am always let down every time",Rumor
8755,Good outdoor gear. At a fair price too!,Rumor
8756,I drive three hours to come to this place. They do the best dipping nails. People are nice and Tom is the person that I prefer. He always does a great job.,Rumor
8757,My favorite Car Wash in Anchorage. They always function as supposed to and they have the colored soap the kids love.,Rumor
8758,Nice food,Visited
8759,You need these in your life!!! And you need them now!!,Rumor
8760,great help the workers,Rumor
8761,"Also known as ""Slave-Way"" for how management treats their employees. Prices a tad steep on things, store is grungy, dark.",Rumor
8762,"I've been using Eagle Automotive for a few years now and they've always done quality, professional work at a reasonable price. I feel like family when I walk in and they've always been honest and up front. They show genuine care and concern for their customers and that in itself is priceless.",Rumor
8763,Nothing beats The Great Outdoors and this park is it.,Rumor
8764,Great servers and great food. Will return again soon!,Visited
8765,Upmarket hotel with some very nice events open to all,Rumor
8766,"The new owners are taking great care of the store! Clean, organized, and a pleasure to shop.",Rumor
8767,Average costs for goods in Alaska. But they do carry Canine  & Feline Caviar products. Petco does not,Rumor
8768,GOOD COFFEE! Fast service. Cannot go wrong!!,Visited
8769,My work's favorite treat!,Rumor
8770,Lowe's > Home Depot,Rumor
8771,"I used this hotel to attend a social gathering.The hotel reception was ok, kind of confusing with bilevel floors and dated decor. Parking was offsite and a street over. Cost was 1.25 an hour. The food we had was mediocre but not bad overall. Staff members were friendly and helpful.",Visited
8772,"I walked in and the person was very polite but very Curt with me, I didn't feel very comfortable going in because of it",Rumor
8773,"Well, it's north of the Arctic circle so it isn't extraordinary.",Rumor
8774,It's a beautiful place to walk or play with kids,Rumor
8775,cajun wings were amazing!,Rumor
8776,Another nice and comfortable Marriott hotel. Good location within the city.,Rumor
8777,They were so kind to be able to squeeze me in on a super busy day to get my car repaired!,Rumor
8778,"They have always treated me fairly. And have the ability to keep my
fairly old car on the road, even at -40 degrees.",Rumor
8779,Amazing views from the mountain,Rumor
8780,"I go often as I can not just drinks
They have have Alaskan sopes. Mugs paintings 🖼 very nice to sit and visit
Just a very good people",Rumor
8781,A Juneau gem full of character -- and the best place to spend a rainy day. I wish I had every night free to hit the great selection of movies at the Gold Town.,Rumor
8782,Great food. Long time local business. Service is hit or miss which is who it's only 4 starts.,Visited
8783,Was fairly decent. I would go back for a second try before deciding I don't like it. The food portions were a good size the price was fair. I did leave full so.,Visited
8784,Easy access to beach.,Rumor
8785,Can't get anything small. Everything is over a fifth if you want liquor. I find that unconvinced,Rumor
8786,"Stunning work of art.  The fountain turns on & water streams off the life size sculpture like it would on a live whale.  This is a must see in Juneau, Alaska.  It is amazing!",Rumor
8787,Deli workers are  Happy to give good customer care.,Rumor
8788,I love this place! I feel so creative when I walk in the door!,Rumor
8789,"Scott in produce was very helpful. Not only did he help me with the produce I was as looking for, he also took me to the aisle were my last item was. Thank you",Rumor
8790,Love this place! Lots and lots of options!,Rumor
8791,Nice selection with a fireplace and chalk art board,Rumor
8792,Lovin it!!!,Rumor
8793,"Smells of death, both recent and very old. But the bar isn't terrible if you can get past the death smell.",Rumor
8794,My car is more beautiful now than it ever was! I am very pleased with the customer service and the way my car turned out!,Visited
8795,Great Indian food. Really enjoyed my experience.,Visited
8796,"Im not usually one to give a bad critique especially after one visit, so do make your own assessment when reading or try it out.  The staff was humdrum. They all looked like nobody wanted to be there. I understand its work but fake it people. I ordered the green veggie burger and it definitely did not look like the picture but c'mon, one piece of lettuce for a bun?  The salt and vinegar fries were good but I would rather just have a bottle of malt vinegar to put on the amount I want. In my opinion the price was not worth the food. The atmosphere was good. I might try it again in order to give a more fair evaluation of other choices but I may do it at the other location",Visited
8797,Tranquility awaits.,Rumor
8798,"Blueberry donut was awesome, maple donut as well, awesome apple fritters, great donuts, friendly helpful staff.....just to update my review, i will never come here again because of the way i was treated today by whoever was working the counter at 8:11 on tuesday the 8,  all i was doing was picking up a door dash order and the girl who was working was rude and disrespectful, i will never frequent a business that has employees who treat there customers in such a way.",Rumor
8799,RAIDER NATION,Rumor
8800,"We just left this gas station, all pumps were out of order",Rumor
8801,"Best Mexican food in Alaska! Being from San Diego, CA, I have found no other restaurant in the Anchorage bowl with more authentic Mexican cuisine.  Kudos to the owners and staff!!!",Visited
8802,Very helpful had what I needed,Rumor
8803,My favorite Chinese restaurant for over 20 years,Rumor
8804,Great help and service.,Visited
8805,Online ordering available. Try it!,Rumor
8806,"I came here as a travel OR nurse and I was only going to be here 3 months. It has now been 9 months and I love it here. The people are great to work with. The job, pay and overtime are perfect for me. I would highly recommend working at this hospital in the OR.",Rumor
8807,Food was great but service was lacking this time.,Visited
8808,Standard diner food. I ordered the eggs Florentine and the sauce was broken but overall pretty tasty. Waitresses were friendly and coffee refilled often.,Visited
8809,tasty,Rumor
8810,They let us put our bicycles inside,Rumor
8811,Great food good prices friendly waitresses,Visited
8812,Got a soft spot for the Canyon,Rumor
8813,I like what they've done for benches at the train,Rumor
8814,The Ice cream was great the apple pie was not worth getting,Rumor
8815,Great place,Rumor
8816,Great staff and Vets. No complaints from our little Coco either 🐶.,Rumor
8817,Like it.,Rumor
8818,Great view. Sad how much gbg and litter is around the visitor area though.,Rumor
8819,Beautiful overlook,Rumor
8820,Fun place to wet your pallette while waiting for the ferry.,Rumor
8821,Best Big Macker in town,Rumor
8822,The ladies who work there are AWESOME!,Rumor
8823,best wings in Alaska live you guys service awesome too,Visited
8824,Nice but expensive,Rumor
8825,"The male drive thru employee whom we usually see is always pleasant, friendly and professional.",Rumor
8826,I was just meeting up with guest there... I liked the place and front desk lady. :),Rumor
8827,Had a great experience with Peter going here!,Visited
8828,Dude was rude. And the two items I wanted were significantly cheaper at other locations. The other locations aren't even tobacco shops. !,Rumor
8829,"Five stars, BUT no longer serves hot food! Although you can order tamales for next day pick up.",Visited
8830,Great little Benihana style hibachi place. Great value during lunch time. Excellent for groups or birthdays. Large portions. I took off one star because the showmanship of the chefs can vary greatly. Most of the chefs put on a great show but occasionally it’s only mediocre.,Rumor
8831,good place,Rumor
8832,"Not a fan of big box stores like this and would rather support local stores instead.  There is too much variety and not a lot of high quality fishing gear.  I do like the selection of fly tying supplies, but not much else.",Rumor
8833,Outstanding sandwiches. Great first time experience,Visited
8834,Family owned local business that's been around forever. Very knowledgeable and friendly staff.,Rumor
8835,"I enjoy the Alaska Club... it’s a good place for me to bond with my son; however, the Alaska Club really has a bad habit to closing early.  Overall, I enjoy the place with my son👍🤙",Rumor
8836,Great deals on quality merchandise,Rumor
8837,The food and service is amazing!,Visited
8838,Mosquito buffet zone wear layers,Rumor
8839,Customer service is lacking only because of lack of personnel.  Never really had a problem with the store.  They are just over worked.,Visited
8840,"Limited menu, great food though. Excellent beer.",Visited
8841,Well trained technicians!,Rumor
8842,"Good stuff, but I cant find anything that will fit at my 6'6 size that doesnt make my stomach stick out like a football jersey in the late 80's.",Rumor
8843,Qusseq should hire Alaskan Native full blooded to the team at the front desk and let them speak their native tongue with the land they stand on... Alaska is an Aluet word for the great one. Alaska is a sacred land to us fellow Alaskan pure blooded natives.,Rumor
8844,"My visit was for a new wireless phone. The selection of phones was nice and impressive. Reasonable wait time. Service was friendly, courteous and helpful suggesting good options for my needs. Selection of accessories good.",Visited
8845,"Sometimes great, other times so-so.  I am not too happy with a place that is inconsistent,  and because they have the worst iced tea EVER, I believe I will not return.",Rumor
8846,"Almost always have the parts for my projects. I find the wood products to be marginal unless you dug thru the stack, but love that I can buy molding and other wood products by the foot. I really like my Milwaukee power tools that I've purchased here. I also love that I can bring my dog here while I'm shopping....in the winter this is a warm place for me to walk the dog.",Rumor
8847,"I hadn't seen my dad in over 8 years and he came to Alaska for some good seafood.

We spent over $120 on clams and King crab.  The crab was so frozen you could pick at the ice in the legs. Pure ice except for the tips.",Visited
8848,Nice and friendly staff.  They treated my dog well.  I like that they open earlier too.,Rumor
8849,Old Alaska take it for what you will..,Rumor
8850,Used to be a favorite place to get for folks to get their food boxes. The tall woman in that church kinda ruined by being unpleasant.,Visited
8851,"I bought lots of shirts and hats
and souvenirs
June 15th 2019
I will be back soon
Love my stuff i bought",Rumor
8852,"Wasn't that good. Food was over salted, I can cook better than this place. We've never been there after the first time.",Visited
8853,Growing faster and faster. We have been here 6 years and lots of stores and restaurants have been added.,Rumor
8854,"Great burgers, wonderful people run this joint",Rumor
8855,Lovely moring stop coffee and snacks are wonderful,Rumor
8856,"Food was good especially scallops, however the king crab did not seam to be fresh. It came out cold and soggy.
Quite speedy for the quality of food. Decent wine selection.",Visited
8857,"great sushi, great service and very nice ambiance definitely earned all of their awards.",Visited
8858,"Low prices but they were out of stalk of what I needed, so next time I'm going to Northland wood!",Rumor
8859,Northern Lights !!!!!!!!!!!!!!!!,Rumor
8860,Enjoyed my usual. Hush Puppies with an Epicenter. Osculum is quite delicious as well.,Visited
8861,V good!,Rumor
8862,Nice place to stop on the way to Anchorage,Rumor
8863,"Love this place. Best service in town. Plus they put little thank you notes and coupons on cars left in the parking lot overnight, thanking their patron for choosing not to drink and drive.",Visited
8864,TBs has some bargins if you look Hometown feel with good customer service.,Visited
8865,Lots of pretty things. Great decor. Cards for all occasions. Prices are lil high for me though,Rumor
8866,Yummy,Rumor
8867,Great food,Visited
8868,"Great place to have tires changed over, we have had 4 sets so far changed out, they were able to beat other prices in town as well!",Rumor
8869,"Spent a lunch at Resurrection Roadhouse.  Very nice, clean and comfortable.  The view from the window is amazing.  The food was excellent.  The local craft beer was just as good.  Stop by for lunch and you will be pleased.  Thank you for a wonderful meal and brew.",Visited
8870,"Quick, reasonable lunch served by friendly personnel.",Rumor
8871,Excellent specialty shop. Very professional and helpful staff.,Rumor
8872,Pizza with broccoli - delicious!!!,Rumor
8873,"Always have products, rarely out of stock",Rumor
8874,Excellent burgers and fries and great outdoor seating by the river. Highly recommended for afternoon lunch on a sunny Alaskan Summer  day.,Rumor
8875,Lotsa stuff,Rumor
8876,will know more in the spring,Rumor
8877,Got coffee. Rough and tough. Like most good coffee in a boat yard.,Rumor
8878,"Just had Chris touch up a 5 yr old tattoo and I couldn't be happier, I will be getting some original work from him in the near future for sure!",Rumor
8879,Great place to stop and walk around.,Rumor
8880,"Just found because of following food truck outside on Saturday's. I am by no means a ""IPA"" beer person, but still willing to give a new taste a try. Had a glass of Blackberry IPA, and I have to say it had a very nice bouquet, and without the normal after taste I don't like from other ""IPA's"". Was not a bad addition to my meal!!",Visited
8881,"Prices are right, the selection was lovely, and the crepes were delicious. I had to give it five stars because one of the chefs apparently moonlights as a psychic and anticipated all of my needs and questions.  A great place to chat with friends, and it's downtown location is an added bonus.",Rumor
8882,It's okay,Rumor
8883,"Handled my pet well, very nice service. They care about the animals.",Visited
8884,Nice port in Alaska,Rumor
8885,Better in the lower 48 by far,Rumor
8886,Did my first pickup order.  It's was so convenient and the staff were so nice!!!,Rumor
8887,Cheap pizza,Rumor
8888,Neat little place with great food.,Visited
8889,Delicious Cheesesteaks!!!,Rumor
8890,"I love Boscos. They have movies you can't find anywhere else, games, cards and comics. Plus tee shirts and novelties.",Rumor
8891,This location is awesome and the staff are helpful and friendly. The food was excellent and I strongly recommend the hot stone pot bibimbob.,Visited
8892,"Great selection, friendly people.",Rumor
8893,"Great hospitality, comfortable rooms and a million dollar view. You wont be disapointed.",Rumor
8894,Good selection and a helpful staff. And dog friendly.,Rumor
8895,"Pretty darned good. The sushi was perfect, the rolls could have been better, but whatever. If I went back I'd just get the sushi.",Rumor
8896,Hometown feel. Bakery is yummmm,Rumor
8897,"Nice store with friendly staff who are knowledgable, but not the cheapest place to buy products.",Rumor
8898,Love it,Rumor
8899,Very good and large portion of breakfast.,Rumor
8900,"I hate seeing my leadership here! Some prices are good, some are better off base.",Rumor
8901,"Staff is very friendly and helpful.
Rooms are nice and has reasonable rates.
Adjacent is a restaurant called Piper's that serves good food!",Visited
8902,Great place for shopping everybody in the family can find what they need their,Rumor
8903,Food was very good,Visited
8904,It was a good experince for the kids they had a blast. The price wasn't to bad either.,Rumor
8905,Every single time! 5 star! Thanks for the great massage tonight Sara!!,Rumor
8906,Pretty place to meet the sunrise!,Rumor
8907,I cant get enough of this place,Rumor
8908,Sign up get 5 cent off!,Rumor
8909,Amazing....,Rumor
8910,Best quality customer service experience ever,Visited
8911,"The food was really good. But the guy behind the counter (who I think was thr owner) was very rude and pushy. I went with my friends and as soon as we walked up to thr club ter he just kept asking us what we 2anted over and over again. We even asked for a mi use to decide cause we had never been there before. Then when I got my good he showed it into my hand so hard, I almost dropped it.  Overall good food and and wait wasn't veryong so that is good. Just bad customer service and bad owner (of whoever he was).",Visited
8912,"If you are in the Wasilla or Palmer Alaska area, make it a point to visit Independence Mine",Rumor
8913,"The food here was really tasty! The wedge salad with blue cheese was rich yet delicious. The veggie pizza was chock-full with fresh veggies- no skimping here! The crust was very flavorful as well; I enjoyed the rosemary flavor. While there, I could overhear the people behind us talking about how good the food is there and the seafood ramen being full of seafood and how they liked the philly steak sandwich. Seems like a pretty popular place!",Visited
8914,"Clean, better selection than Dimond.",Rumor
8915,Loved tubing so fun.. snowboarding was scary I might try again with training,Rumor
8916,"For the Price $22/mo, it's a GREAT Package Deal for a Straightfarward Basic Gym, with EXELLENT Massage chairs, Beds,Tanning booths, & Red Light Therapy.",Rumor
8917,Loved a stage and performance from Against the Grain,Rumor
8918,"Horrible service, the food was about twice as high in price as it should've been",Visited
8919,The fur rondy is going on right now with carnival rides and food Booth with dog racing and a whole bunch of craziness with fur,Visited
8920,Awesome service!!!,Visited
8921,Great piece of nature,Rumor
8922,Quit but great food and cocktails - worth the price.,Visited
8923,Friendly staff and community pictures throughout the building.,Rumor
8924,Exelect,Rumor
8925,"We love taking our pup to the doggie day camp, it is the most affordable in Anchorage.  The people are amazing, they really love your pets. However, the product prices are Alaskan, so be sure to price match with the petsmart online store.",Rumor
8926,"Love the atmosphere of this place and our service was excellent! The food was delicious, especially the French onion soup. We sat outside on the patio and were kept warm as the temperature dropped by the large fire pit. Looking forward to going back to try the café, and maybe a cooking class!",Visited
8927,Great service and food.,Visited
8928,"We really enjoyed visiting here!  Warm, friendly staff, excellent and very educational displays, great movies, big conference room (we attended the August 2018 Kachemak Birding Club meeting) and easy walking tour hikes.",Visited
8929,"Everything very expensive and the several employees I talked to were kinda rude. Have very clipped, short answered like they were trying to get me out of the store.",Rumor
8930,The Hawaiian burger was fantastic,Rumor
8931,Great people great prices for everything,Rumor
8932,"Good service, nice people. Solved issues with no problem",Visited
8933,Fantastic bartenders!!!! Great group of employees.,Rumor
8934,"Friendly and knowlegable. Produce, fishmonger and meat could be better.",Rumor
8935,"As always when I need something to finish up my project around the house, I go to Lowe's because they have what I need and if I can't find it there is always someone who works there close by and they are very helpful.",Rumor
8936,Perfect,Rumor
8937,No Judgment Zone!!! Fantastic Facilities and helpful staff,Rumor
8938,Was great place,Rumor
8939,Wonderful room and beautiful area. WiFi is a bit unreliable.,Rumor
8940,Friendly,Rumor
8941,"No thank you!!! Took fairly new clothes there to sell and the lady told me they only buy brand name stuff. You know like the kind you can only buy in the mall she said. But I had wrangler, Reebok, and Tommy Hilfiger brands in the bags i brought. I guess to the worker those were not good enough to buy. In my opinion she just didn't wanna do her job. So I left, and have no want to go back there.",Rumor
8942,They have many activities for seniors and the community.,Rumor
8943,"Friendly staff and a wide selection of product.  Unfortunately, the price was almost triple the online price.  I wanted to support local business, but couldn't afford to!",Rumor
8944,The adoption process is well planned and organized in a way that assures the companion is placed with the right family in a forever home.  Absolutely the best!,Rumor
8945,Love this park! Most owners are courteous when it comes to picking up after their animals. I love taking my doggone because she can run off leash and be a dog for a while.,Rumor
8946,"Went to go see Avengers: Endgame. It was amazing! The prices on concessions were expensive, as usual. But, LOVE THE SEATS!!!",Rumor
8947,Over priced low quality,Rumor
8948,Great bunch of guys,Rumor
8949,"Food was better than normal, and service was not at great. Same employees. Kinda felt weird.",Visited
8950,"The only reasons I would take my dog here would be in an emergency and to schedule a vet tech appointment for my dog's anal gland expression. Otherwise its just too expensive and I prefer other vets in town that are much more warm and welcoming.
The reason I take my dog here for vet tech appointments is that they offer appointments that are much later than other vet offices. They offer punch cards for each time you take your pet the for anal glands expression, nail trim and....I think that's it. Once the card is complete you'll get free service of one of those.
The dog food we buy our dog is a special skin allergy diet. The bags here run about $4 more than at our vet's office, too.",Visited
8951,"Great food, great service, fast and friendly.",Visited
8952,Always have loved all of Alaska's Park's.,Rumor
8953,Great guys and excellent service,Visited
8954,This store is great one stop shopping,Rumor
8955,"Good late night grub. Had the blackened salmon, which was amazing.",Rumor
8956,Warm place to wash but a little pricey,Rumor
8957,A beautiful river to check out,Rumor
8958,Great food great beer...recent name change.,Visited
8959,"Recieved an email about a special 17k off expedition max. Checked on-line inventory. 6 max(s) for sale. Drive down and am told they only had two and they just sold. Bate and Switch!
Save your money and drive to wasilla. Or switch brands.",Rumor
8960,Service was fine but $15 for a cafeteria style cheeseburger and $7 for a flat beer made me regret my decision.,Visited
8961,My go2 parts store,Rumor
8962,A good place for out of the ordinary items,Rumor
8963,Yay,Rumor
