Index,Review,Label,Manual Advert Label
7781,Fast and friendly service and very clean!,Legitimate,Legitimate
7782,The service was great and food was fantastic. Been wanting to try this place out for a while.,Advertisement,Legitimate
7783,Nice gals,Insufficient Context,Legitimate
7784,"Good food, good price, short wait time, clean restaurant, very friendly staff",Legitimate,Legitimate
7785,"Nice area, a little spread out but nicely organized. Wheel chair accessible and plenty of parking. A little busy on the weekends.",Legitimate,Legitimate
7786,"comfortable, warm service and relax",Legitimate,Legitimate
7787,"Eugene was an excellent waiter. Food was delicious and brought out quickly. And our waiter, Eugene was very nice.",Legitimate,Advertisement
7788,Got a chicken parm sandwich today that tasted like Drano - had to throw the whole thing away,Legitimate,Legitimate
7789,"Super friendly, delicious and so much food! They have a challenge meal too, gigantic Chicago style sub. Everything on the menu is phenomenal!",Legitimate,Legitimate
7790,"Great Fred Meyers! The store is clean and layout is nice, selection is pretty good. Some items are certainly more expensive than in Anchorage, but I assume that's to be expected.",Advertisement,Legitimate
7791,Brown Jug have anything you need to drink,Legitimate,Legitimate
7792,Very old hotel but well maintained.,Legitimate,Legitimate
7793,"Cheaper glacier cruise compared to Seward, and bigger/better glacier too. Friendly staff, delicious chowder for lunch. Captain gives a great tour and went over and beyond by providing extra tour of wildlife after viewing  Columbia Glacier. Highly recommend over Seward options.",Advertisement,Legitimate
7794,"(Translated by Google) Incredible place. With tours to see bears and whales.

(Original)
Lugar incrível. Com passeios para ver ursos e baleias.",Advertisement,Legitimate
7795,+45 mins wait to get bowling alley quality food.,Legitimate,Legitimate
7796,Every other lane is close because of COIVD. They have a speed sensor for the ball speed. The staff is a amazing and nice,Advertisement,Advertisement
7797,"(Translated by Google) Love the devil cheese here.

(Original)
Love the diablo queso here.",Advertisement,Advertisement
7798,"I was very impressed with the manicure/pedicure I received here. For not an unreasonable sum of money, I got both my nails done and a shoulder massage. Very pleased.",Legitimate,Legitimate
7799,"Low pressure, helpful sales staff.",Legitimate,Legitimate
7800,Best banana splits and strawberry sundaes and the food is also good too,Advertisement,Advertisement
7801,Awesome service and food!,Advertisement,Legitimate
7802,Food was very good.  They have remodeled and it looks good.,Legitimate,Legitimate
7803,Great place to eat,Advertisement,Legitimate
7804,"Best dining experience there in a few visits, but first time there this early. Food was hot n fresh but my FAVORITE on their line was under cooked. Their Southern Fried Chix was under cooked, but they took care of it! Mmmm first brunch there in almost 4yrs",Advertisement,Advertisement
7805,Best sushi restaurant in Anchorage/Eagle River. Great staff and great cost restaurant with TVs for the games.,Advertisement,Advertisement
7806,"I'm sure this place is awesome if you're a bit imparred... I wasn't

It's Denny's",Advertisement,Legitimate
7807,"Friendly staff, fluffy pancakes and timely service",Legitimate,Legitimate
7808,Cheep has everything,Insufficient Context,Legitimate
7809,The check in ap. is very confusing.  I asked about it & they said it's confusing & offered no help.  Didn't have a long wait.  Got the haircut I wanted. Pricing is a bit high for a haircut.,Legitimate,Legitimate
7810,a little noisy and a bit pricey but the burgers and brick oven pizza are awesome! so is the service! a great beer selection too!,Advertisement,Legitimate
7811,Staffs there are rude.,Insufficient Context,Legitimate
7812,"It was so beautiful, looking at the pictures and think I was really there just amazing",Advertisement,Advertisement
7813,Good place,Insufficient Context,Legitimate
7814,Its Walmart.,Insufficient Context,Legitimate
7815,Food and drinks are good. Service couldve been better tho,Legitimate,Legitimate
7816,"They make taco's, it's what they do. They also make nacho fries.",Legitimate,Legitimate
7817,"Great service, and they've been doing it longer than I've been alive.",Advertisement,Legitimate
7818,"This is my wife's favorite place unfortunately today, we walked in weren't seated they were out of certain foods and when I went for my default meal ""soup"" no soup. Too bad I have good hopes for this place.the picture explains allot. Where's management.",Legitimate,Legitimate
7819,Great place and food is delicious,Advertisement,Legitimate
7820,Had everything i needed!,Insufficient Context,Legitimate
7821,Love the view,Advertisement,Advertisement
7822,"(Translated by Google) Dear, nice room😊

(Original)
Kedvesek, szép a szoba😊",Legitimate,Legitimate
7823,"Friendly staff and decent prices. We waited too long to buy our frame so we have to order ours (a month out), but excited for oue order.",Legitimate,Legitimate
7824,Lots of fun trying to find the petroglyphs,Legitimate,Legitimate
7825,I loved this mall when I was having babies motherhood maternity was the best store back in the day! Lots of fun shopping a good variety!,Advertisement,Advertisement
7826,Like the varieties of the food here!!,Legitimate,Legitimate
7827,Love that they carry Alaska Grown,Advertisement,Advertisement
7828,Clean Machine!,Insufficient Context,Legitimate
7829,Beautiful lake! I ride up to the lake can be a little scary but it is well worth the drive from Independence mine state park! Only a short 3 min drive!,Legitimate,Legitimate
7830,"Hands down #1 used furniture store in Anchorage. Great prices, amazing and consistently rotating stock. Most importantly the workers and service is phenomenal.",Advertisement,Advertisement
7831,"Great lunch menu, great happy hour specials.",Advertisement,Legitimate
7832,"(Translated by Google) Perfect

(Original)
Parfait",Legitimate,Legitimate
7833,Beautiful atmosphere and awsome people,Legitimate,Legitimate
7834,Tasty subs. The 20” one is great for out on the boat to share.,Advertisement,Legitimate
7835,Depends on who is working. Some staff is not very knowledgeable,Legitimate,Legitimate
7836,Food was awesome! Service was pretty good. Definitely one of the best Japanese restaurants in Alaska that I've ever been to!,Advertisement,Advertisement
7837,"Ordered  2 to go pizzas by phone. Used the online menu to place the order. Online menu is easy to navigate and pictures are accurate.
Staff was professional and easy to understand. Meaning she spoke clearly and didnt mumble. 30 min wait, and staff was waiting inside to direct patrons to their ""station"" to pick up order. None to very little contact. Very impressed with how organized and proficient my short visit wS. Thank you Mosses Tooth  & staff for a job well done!!
Oh and our pizzas are delicious!! 😁",Legitimate,Legitimate
7838,"selecting my furniture from this furniture store was nightmare!! from a very aggressive defensive regional store manager Keith, to defective damaged new furniture, being told if i returned it, i would be charged a 25% restocking fee for damaged furniture! , after a long heated discussion in person I was able to select a new couch with salesman Julian. couch that was delivered wasnt the 1 I selected! so, this would be visit 3 in person to speak with Joy another sales representative who assisted me with yet getting this taken care of. so, as this point 3 times a charm right?? now at this point I still don't have my new furniture and now the accounting shows I owe more than what I actually owe.. was told I was given a refund from Nick the store manager etc. so now this is the 4th time going down to Bailey bringing all receipts showing monies applied. so at this point speaking with Keith the regional manager again were he's very defensive putting blame on me the customer since I had to change out my furniture due to"" damaged and wrong furniture "" comparing the mistakes made to my profession which is in the medical field which if mistakes were made I wouldn't have a job. so, when furniture was delivered the 3rd time 1 piece wasn't delivered and was told it wasn't on the purchase order, so now phone call #5 speaking with Miracle and told she didn't see the item I purchased lol what the hell! so, at this point she had to call up front to speak with Leianai to confirm yet another mistake on Baileys part! how is this company voted best furniture store for 13 years? and be told by the regional manager i could just get a refund and take my business elsewhere in our previous conversation which was overheard my Miracle, Julian in the back office??? hmm great customer service Bailey's. all this stress and headache to be given a $1.99 shopping bag with Buddy face on it. what a joke.  I hope the owner reads this complaint, beacuse there more to the story",Advertisement,Advertisement
7839,Food was typical subway although the variety of vegetables was limited. There was an extreme language barrier that made communicating with the staff difficult. Sandwiches were sloppily constructed.  Will probably avoid in the future.,Legitimate,Legitimate
7840,"Good prices, competitive fuel prices (lower than even Costco) Great Customer service. Their old way of car wash, not laser is preferred.",Advertisement,Legitimate
7841,Great food.,Advertisement,Legitimate
7842,For people love asean go that store everything you need,Advertisement,Advertisement
7843,"Have been there several times when the owners / staff seemed to not want us to come in because it was half an hour before closing. They would cook for us but it would be to go...? We left!  Weird. The two times I ate there they didn't understand 'Not Spicy,' and I ended up with food inedible for me!",Legitimate,Legitimate
7844,"Excellent food and great view of the airport. Staff was friendly and food came out quick even though it was busy. You won regret giving them a try, they also have a decent beer selection on tap. Pizza is a hand tossed thinner crust style with a large variety of toppings.",Advertisement,Advertisement
7845,"They have all kinds of stuff, but BULK stuff",Legitimate,Legitimate
7846,We love this area. In the summer we walk the dog and our child on the countless options of trails. It's fun to read all the informational signs available about history of Campbell airstrip and Anchorage. In the winter it's great for skiing and mushing! Always bring bear protection as this place is known to have some travel the area.,Advertisement,Advertisement
7847,Love the Budtenders & selection of Flowers. My Pug and I were welcomed and Deku was spoiled with Bacon 🥓.,Advertisement,Advertisement
7848,Ewe. It's like a colon cleansing with oil,Legitimate,Legitimate
7849,Really good food and had great customer service.,Advertisement,Legitimate
7850,Good. No American cheese. 😊 thank you.,Legitimate,Legitimate
7851,So calm and peaceful. Beautiful,Legitimate,Legitimate
7852,"Fireside Books is always my go to for books, and has been for almost thirteen years. The staff are friendly, knowledgeable and very customer focused.
My wife called them this morning to see if they had  three books in stock. They had one, and held it for us, and we have the other two on order. They even have managed to get hold of some out of print books for us in the past.
If you're in Palmer, or need a book, this is a wonderful place to visit. They often host local Alaskan authors for book signings and other events, which I've personally had the pleasure of being part of.",Legitimate,Legitimate
7853,Great location and helpful people.,Advertisement,Legitimate
7854,"Love this place, the ladies always make the best coffee! Oh and they spoil my brat dog so that's cool.",Advertisement,Advertisement
7855,I love this movie theater it is well run and clean. Grrat customer service and the movies might be a couple of months old but the it is at a huge discount price.  This is my favorite nostalagic movie theater in Anchorage and i try and support it by bringing my family here as often as i can.  I am impressed at how well they have kept it up.,Advertisement,Advertisement
7856,Run down,Insufficient Context,Legitimate
7857,Quiet,Insufficient Context,Legitimate
7858,Fantastic train journey from Denali to Fairbanks. Ordered the steak as advertised slow cooked. I asked for steak to be cooked well done. It was on plate in front of me in less than 5 minutes. It was anything from well done like eating rubber you could not chew it.,Advertisement,Legitimate
7859,Great store with great customer service,Advertisement,Legitimate
7860,"Mini Costco and grocery store, liquor store and gas station. If you dont feel like running to Costco great place to grab something quick .",Advertisement,Legitimate
7861,treated me nice,Insufficient Context,Legitimate
7862,"Straight razors, hot towels, and real barbers.",Legitimate,Legitimate
7863,Great sandwiches and bakery,Advertisement,Legitimate
7864,Great shop and friendly staff,Advertisement,Legitimate
7865,The food was good and the atmosphere was nice.  The wait staff were wonderful.,Legitimate,Legitimate
7866,Food is good but this place needs a good cleaning.,Legitimate,Legitimate
7867,It was awful there were only 5 tables in the place and my food took about 30 minutes and it was cold I had breakfast French toast was soggy and tasteless the scrambled eggs had a burned bottom layer and the sausage was not warm so I was not sure it was safe to eat. The server never filled my drink during the 30 minute wait and left the bill with the food and disappeared.  This is not the first time I have eaten there and the other experiences were a wee bit better but this is the last one.,Legitimate,Legitimate
7868,"Service was friendly and fast, I always enjoy coming down to get my service done.",Legitimate,Legitimate
7869,Food was excellent! I made a reservation but we still had to wait just a few minutes.,Legitimate,Advertisement
7870,Always very clean and associates are friendly,Legitimate,Legitimate
7871,Probably the best bar food I've had. A lot of their food is made on the spot and fresh. A nice easygoing place for a burger and a brew.,Advertisement,Advertisement
7872,"If you come to Alaska and don't eat here you are doing it wrong. Sometimes there is a two hour wait, and it is still worth it. Get a beer and chill by the fire. Try the Diablo Breadsticks!",Legitimate,Legitimate
7873,"Good food and service and we enjoyed the sports on many T.V.s
Around the room. Left here full and happy.",Legitimate,Legitimate
7874,Nice place,Insufficient Context,Legitimate
7875,"Food was hot and delicious, and the coffee was served within 2 minutes of ordering. Waitress was friendly and the place was clean, so this was all in all a very good experience.",Legitimate,Legitimate
7876,Once in a lifetime do experience these breathtaking views,Legitimate,Legitimate
7877,"This is my favorite go to dinner place. Their food is unique and so delicious. They always have wonderful beer available too. The patio is so nice in the summer months. I'd recommend the 49th state to everyone. Make sure to get a reservation or expect to wait, it's a very popular place.",Legitimate,Legitimate
7878,I love the pastas especially cheddar tarragon.. Vegetarian-friendly and big cookies!,Advertisement,Advertisement
7879,"The food was okay,  had a chicken burrito meal.  Rice and beans were decent.  The burrito was full of rice and then only had chicken and cheese.",Legitimate,Legitimate
7880,🔥🔥🔥🔥 greatly priced and delicious food. More than enough to eat for dinner and lunch.,Advertisement,Legitimate
7881,Great drive,Advertisement,Legitimate
7882,"Best place to camp in cooper landing for red salmon fishing. Paved throughout no hook ups but each sit has a Punic table and fire pit. Well developed trails along the river. Extremely busy during the first two weeks of the fishing season or the month of June. Almost always have to make reservations months in advance for June and July. Early or later than that there are always a few sites open for drive up folks. Great place for the family, watch out for bears!",Advertisement,Advertisement
7883,Best donuts in Anchorage. Love the chocolate boston cream! Donut holes are great too!,Advertisement,Advertisement
7884,"Yes! This is a nice cozy theater, with all the blockbusters.",Legitimate,Legitimate
7885,Great $6.00 lunches!!,Advertisement,Legitimate
7886,Wally world,Insufficient Context,Legitimate
7887,Uncomfortable seats,Insufficient Context,Legitimate
7888,"Very convenient, safe and clean. Reasonable prices",Legitimate,Legitimate
7889,"This location is a good place to stop if you need a variety of items. It is fairly accessible from the highway.  The overall customer service is somewhat lacking, but there are some very helpful employees.  The prices are competitive with other businesses in the area.",Legitimate,Legitimate
7890,"The staff was nice, but our pizza wasn’t well done, in fact it seemed  semicooked.",Legitimate,Legitimate
7891,Very quick and nice coffee,Legitimate,Legitimate
7892,They never heard of pennypress!,Legitimate,Legitimate
7893,Pretty good,Insufficient Context,Legitimate
7894,Open all night and friendly staff,Legitimate,Legitimate
7895,"Best steak in town and with a show! I always order the hibachi steak with double order of rice, no noodles. And the yum yum sauce is so yummy! Would have given 5 stars but I absolutely hate the happy birthday song.",Advertisement,Advertisement
7896,loved it,Advertisement,Advertisement
7897,Amazing food!!,Advertisement,Advertisement
7898,The atmosphere was peaceful and the food was outstanding. Fresh and flavorful. I would recommend them to anyone!,Legitimate,Legitimate
7899,"I bought a KTUU deals from them. They stood me up twice. they are very unprofessional and when speaking in person with the ""son"" i felt threatened. I do not recommend them for any service.",Legitimate,Legitimate
7900,Great staff and very clean visitors center. Simple lay out and good displays.,Advertisement,Legitimate
7901,TACO KING! it's good stuff.,Legitimate,Legitimate
7902,I mean it's McDonald's its clean a play land,Legitimate,Legitimate
7903,Fantastic pizza as normal but the service was a touch slow. Not bad but not great either,Advertisement,Legitimate
7904,"This is my favorite brewery in Alaska!  It’s the perfect ski town local place with fantastic choices on tap and even Kombucha!  We had some great New Mexico green chile food from the Blue Rista food truck that was on site this week also.

The Après Rosé is my absolute fave!  Hippy speedball, Woman no cryo and the nitro Girdwood reserve are also my top choices.  You can always get two flights, like we did, and try them all too!

Grab a hoodie or other swag too.  They’re super soft and comfy to relax in while sipping a beer with the beautiful mountain views around you.  Great staff with super friendly service too!",Advertisement,Legitimate
7905,Only ate at the restaurant and bar area. Service and food was great,Advertisement,Legitimate
7906,Wore mask was good,Insufficient Context,Legitimate
7907,Such a great selection of fabric.,Advertisement,Legitimate
7908,Beautiful viewpoint of the open tundra and mountain range!!!....cool name too!!,Legitimate,Legitimate
7909,Good food.,Insufficient Context,Legitimate
7910,Service has been excellent lately!,Legitimate,Advertisement
7911,Hands down my favorite burger,Legitimate,Legitimate
7912,Fun,Insufficient Context,Legitimate
7913,Awesome guys. All stars for Alfaro.,Advertisement,Legitimate
7914,Nice little Asian food market. This market has the largest selection of frozen items. Great for seafood. It’s tucked away and next to a housing area so keep your eyes open. It’s easy to miss.,Advertisement,Legitimate
7915,"Well, it tore one of my windshield wipers off. And to top it off, my car looked like it hadn't even been through the wash.",Legitimate,Legitimate
7916,Love to wander and see what's new.,Advertisement,Advertisement
7917,Great staff amazing food,Advertisement,Advertisement
7918,This best place on Earth,Advertisement,Advertisement
7919,Had an Anniversary lunch here. It was delish. I had the burger and my husband had taco's and bbq pork. Our waitress was amazing. She gifted me a beautiful Red rose. That made my day. We can hardly wait to go back.,Advertisement,Advertisement
7920,Had what I needed,Insufficient Context,Legitimate
7921,"Excellent customer service by Anthony, excellent knowledge of all types of vehicles at enterprise rental car is in Anchorage Alaska, supports the US military ember families and veterans.. I highly recommend this rental service to anyone who needs a car in Anchorage.Excellent Customer Service",Advertisement,Advertisement
7922,It really is extremely fun,Legitimate,Legitimate
7923,Best hamburgers in town.,Advertisement,Advertisement
7924,Cute park has a geocache. Took a minute to find it!! But i did,Legitimate,Legitimate
7925,Will not be back again! We went here to do our thanksgiving shopping and happened to come across a good deal on an instant pot which my wife and i had been wanting for some time now the display read 8 quart instant pot normally 139.99 now 79.99 with a second additional coupon stating take an additional 20 percent off when we rang up we got in the so called “family friendly line” when it rang up for 99.99 with 20 percent off i informed aileen (the cashier) that this was incorrect and that i must have grabbed the wrong product by this time the line behind me had grown two about 3 more people eventually she phoned a manager who didn’t show up for several more minutes meanwhile my wife went back over to the display to take a photo of the display and arrived back at the checkstand at the same time as the manager and upon showing them the coupon they again accused us of grabbing a larger size (which does not exist we then gave them time to read their own materials and the label on the box so they could sell it to me at the advertised price. I think there was just a problem with the way the barcode rang up but the way the employees handled it was horrible there was 5 or6 people in line at the end of it all and aileen should be fired for rudeness.,Legitimate,Legitimate
7926,"My favorite thrift store! Everything within each section is by color, want a grey sweater? They have a grey sweater section. Blue shirts? Blue shirt section. They always have sales and if you look through them you can find amazing brands like banana republic and cabi for cheap and barely used!",Advertisement,Advertisement
7927,"Friendly staff, fairly priced!",Insufficient Context,Legitimate
7928,Great tasting icecream! Experience could be better if the staff was not so blunt.,Advertisement,Legitimate
7929,"Delicious food. Fast service. Waitresses are friendly, smiley and have excellent customer skills. More eatery's should look at Rockies Cafe for what to do right!!¡",Legitimate,Advertisement
7930,"Our Waiter was great & the food was delicious. The only hassle was the Chef did not cook correct  salmon. We ordered Copper River reds, and the Chef prepared pink! Big taste difference!  So Waiter had to correct two orders! Which he did great! Over all it went well!",Advertisement,Legitimate
7931,"I had my car towed to Midas with unknown issues when the weather was -40. The guys got my car in super quick and found the problem and fixed it for a very reasonable $84! This is the first time I have had to have my car worked on since I moved to Alaska, this shop is fast and very honest about the work that needs to be done. I will definitely use them in the future for all my car repair/maintenance needs.",Legitimate,Legitimate
7932,Great service,Advertisement,Legitimate
7933,"Dirty, and 2 check stands open with atleast 6 people in each line",Legitimate,Legitimate
7934,These guys rule! A hidden gem 💎.,Legitimate,Legitimate
7935,"Simple, fresh and delicious breakfast burritos with complementary ingredients in ideal amounts and proportions. Don’t be thrown off by its location within a Shell station. There are definitely fancier and bigger burritos out there, but I can’t imagine a better-tasting one exists in all of Alaska.",Legitimate,Legitimate
7936,It was a small costco,Legitimate,Legitimate
7937,Fun place to take a group 6$ lunch,Legitimate,Legitimate
7938,"Very disappointing meal at the one place we usually can count on for a decent meal. Not many places in our home town of Homer, Alaska this time of year left open to go to on October 25th.

Leaving for our several month winter vacation we chose to have our last dinner in town at the Land's End Chart House. Not only do we love sitting with one of the most beautiful views during our meal, normally the food is very good.

My husband ordered a pan seared Halibut dinner. Homer being the Halibut Capital, we do quite often. His Halibut was cooked to beyond shoe leather. This was so unusual and there were only three tables of customers,  so they weren't so busy that it would be an excuse for such a terrible meal. Not only that his baked potato was barely luke warm, that the butter did not even melt.

We brought this to the attention of our waitress.  She could clearly see the fish was over cooked and the potatoes butter did not melt. She said she'd bring it to the attention of the cook after we explained they needed to know. We are locals we told her and understand some nights can be off, but wouldn't want tourists or our visiting friends or family from out of town to experience this bad of a meal.

Normally we would have been approached by a manager and offered not to pay for the meal, or a discount.  We were so shocked that our waitress after we told her and she took my husband's meal, came by with our bill, dropped it on the table and walked away. No manager, no mention of the terrible meal. We left payment and left the restaurant. I then was sorry we hadn't waited to speak with someone in charge. Jeannie our favorite bartender at the Chart House was working, although taking care of other diners in the lounge, because the dining room was closed. Wish we'd said something then, I hope it's better when we return.",Advertisement,Advertisement
7939,SOUP!,Insufficient Context,Legitimate
7940,Sweet,Insufficient Context,Legitimate
7941,"Awesome breakfast, very nice staff great place",Advertisement,Legitimate
7942,Staff is awesome! Really on the ball even when things got crazy.,Advertisement,Legitimate
7943,Great place for a quick bite!,Advertisement,Legitimate
7944,Great place to eat breakfast. Friendly staff and good food,Advertisement,Legitimate
7945,"I went there to get a latte because they are open 24/7. They were very friendly, and the food looked good, but I only ordered a latte, and it was gross. I don't know how they made it, and if they have an espresso machine, I will not get any coffee drink that isn't plain black coffee from the Valley Hotel again. I didn't expect them to make drinks like Perkup, but I didn't expect it to taste so bad.",Legitimate,Legitimate
7946,Beautiful,Insufficient Context,Legitimate
7947,It doesn't take very long getting tires replaced,Legitimate,Legitimate
7948,Use scan and go!,Insufficient Context,Legitimate
7949,Music a bit too loud but service friendly,Legitimate,Legitimate
7950,"McDonald's, what's to explain",Insufficient Context,Legitimate
7951,Good sushi,Insufficient Context,Legitimate
7952,"It's been my favorite place to go for birthday dinner, the people there have always been friendly enough to my family and I and they have a way cool chef who cooks some food for yeah in the kitchen. Their food is also delicious and provides enough variety for most picky eaters.",Legitimate,Legitimate
7953,"Awesome place for kids and information about the park.  You can check out an explorer pack for your kids for free with soil thermometer, ph strips, binoculars, etc. to use on your park adventures.  Really cool exhibits about wildlife and plant life in the park.",Advertisement,Legitimate
7954,"Best store in town. Has everything and has a well thought out, easy to find layout",Advertisement,Advertisement
7955,Go on Tuesdays... With the rewards card popcorn is half off.,Legitimate,Legitimate
7956,"Clean, well maintained campground. Level campsites and the layout offers plenty of privacy. Boat launch has lots of dock space.",Legitimate,Legitimate
7957,Good burgers,Insufficient Context,Legitimate
7958,I tried to get a mirror cut they do not cut glass they are stole bought pieces of glass only,Legitimate,Legitimate
7959,Favorite pizza place in town. Love the DillyDilly,Advertisement,Advertisement
7960,"Used the be the best place in town for Big and Tall clothes, but thier Big and Tall section seems to get smaller and smaller each time I go. Much better to shop their online store as there are usually plenty of coupons to be found online and you can return it in store.",Advertisement,Advertisement
7961,good drinks and food. I take friends from out of town here a lot. Maybe a trying too hard to be like chain restaurants.,Legitimate,Legitimate
7962,Excellent center with lots of educational materials!,Legitimate,Advertisement
7963,Thanks to the covid19 they can't help you much. They are open but not really.,Legitimate,Legitimate
7964,Fun place. We actually love to go here for breakfast. The halibut Benedict is the best.,Advertisement,Advertisement
7965,The food here is fabulous! What a hidden gem!,Legitimate,Legitimate
7966,The pool here is always a disappointment. The water makes my lungs react so I can't breath and makes my kids cough. I can't swim here. The room wasn't cleaned well and some of the fixtures had been removed improperly leaving a run down appearance. The dining area and patio are beautiful though.,Legitimate,Legitimate
7967,"Great staff, and super fun for the family",Advertisement,Legitimate
7968,Very nice stay. Breakfast was perfect and all the staff extremely friendly.,Legitimate,Legitimate
7969,People always friendly an D always accomidateing to customers.   They remember you excellent choice,Legitimate,Advertisement
7970,Don't go here. Multiple other taco bells around anchorage. For real this place hardly puts any beef bean or whatever. There is more lettuce than anything. The burritos are nearly empty so its nothing but tortilla. Let's not forget the absolute disregard for special orders. People pay money and the management is trash.,Legitimate,Legitimate
7971,Excellent service (especially Cat) and excellent beer.,Legitimate,Advertisement
7972,Knowledgeable and helpful. Always willing to help those trying to learn about products. The points system is nice also!,Legitimate,Legitimate
7973,Gas station with a convenience store. Good selection of grocery items though you are paying for the convenience.,Legitimate,Legitimate
7974,Always good,Insufficient Context,Legitimate
7975,Best high end dining in Fairbanks. Never disappointed and the staff are some of the absolute best. So many drink and wine options,Advertisement,Advertisement
7976,"Everything is delicious, and the churros are the best I've had...",Advertisement,Advertisement
7977,Nice and clean place.,Insufficient Context,Legitimate
7978,"They had the best sale & i got some gorgeous bedroom, living room, & kitchen itemz that are beautifully made & were at almost 70% off...even got a couple of cute old fashioned looking sledz...miniature size...",Advertisement,Advertisement
7979,"Amazing, the staff is very nice and helpful",Advertisement,Advertisement
7980,"They're probably sick of me with how much I've been in there the last couple weeks. All the staff is friendly and knowledgeable, they've got me everything I've needed so far with 0 issues.",Legitimate,Legitimate
7981,Always can find what I'm looking for!!,Legitimate,Legitimate
7982,Great Food and Service,Advertisement,Legitimate
7983,They had what i needed,Legitimate,Legitimate
7984,Nice fresh seafood and beer with reasonable price,Legitimate,Legitimate
7985,Great time on this tour.,Advertisement,Legitimate
7986,Very good  lunch after cross country  skiing.,Legitimate,Legitimate
7987,Typical fast food Burger King.,Legitimate,Legitimate
7988,Wings were too salty,Insufficient Context,Legitimate
7989,"If you're looking for a possibly hard to find ingredient at a standard Alaskan grocer, try this store first! I was looking for baking ingredients and they had like 4 kinds of everything - fair trade and organics too!",Legitimate,Legitimate
7990,"The prices are great ,great cell service, the workers don't leave any details hidden and over all they are quick about e erything",Advertisement,Legitimate
7991,Has pretty much anything you need at a reasonable price,Legitimate,Legitimate
7992,Crowded,Insufficient Context,Legitimate
7993,Olive Garden lunch with me and 12 if my closest friends. Great,Advertisement,Legitimate
7994,Very nice staff,Insufficient Context,Legitimate
7995,If you're in the area like we were out was worth a look. Would not be a place to plan as a highlight with soo many beautiful natural sights to see.,Legitimate,Legitimate
7996,Food was decent. Endless of chips & salsa. Friendliest servers & attentive to our group of 25.,Legitimate,Legitimate
7997,I loved it        sea food is great,Advertisement,Advertisement
7998,Dirty and loud. Great staff.,Advertisement,Legitimate
7999,Fantastic cheese fries and a good draft selection.,Advertisement,Legitimate
8000,"Reasonably priced, friendly service, clean",Legitimate,Legitimate
8001,"Love the people, didnt love the $85 bag of seeds.",Advertisement,Advertisement
8002,I always go there for my groceries! If you go enough you'll know it like the back of your hand. Really nice workers there aswell!,Legitimate,Legitimate
8003,"Nice environment, friendly people. But the food was not as good as it use to be. I miss the Old Chepos, it use to be my favorite restaurant.",Legitimate,Legitimate
8004,"It started with the first phone call last year. The women laughed when I asked for an appointment that week. Like I should know they were booked 8 weeks out! Then covid hit and the lobby is now closed so you have to sit in your car in the parking lot for 4 to 6 hours to be seen on a non-emergency basis. No appointments! I take my lily old chihuahua in for several reasons. No answers, just say he is fine, give him his shots and blood work. Price was fair and the people were nice that saw us last week. However his cough that I took him in for is much worse, so I call and the women is like, well...you can bring him back in for a recheck. She says it as of it's a huge bother. By the tone and the fact I already paid, I ask if the fee is covered by the first visit....of course not! Plus I will have to come in first thing and sit another four hours and wait again! Finding another vet! These guys were great when it was Diamond Animal Hospital!",Advertisement,Legitimate
8005,What fun to walk the luminary lit trails of a beautiful winter wonder land.  God blessed us.,Legitimate,Legitimate
8006,Too expensive,Insufficient Context,Legitimate
8007,Always a long time in the drive thru... always,Legitimate,Legitimate
8008,Great customer service!,Advertisement,Legitimate
8009,Simply beautiful,Insufficient Context,Legitimate
8010,I have visited here many times for college fairs. Nice place right off the main road. A little tight for the college fair but it has worked very well as a location.,Legitimate,Legitimate
8011,"Only place I go to get my hair did, if the wait is five hours... It's worth it to sit there and suffer the packed house for a clean cut. They've got it right Everytime. Life's too short for a shaved head caused by no skills.",Legitimate,Legitimate
8012,Preatty good,Insufficient Context,Legitimate
8013,Rodney helped me with a samsung trade in phone offer and got me on a plan that helps lower cell phone plan costs through ATT.,Legitimate,Legitimate
8014,I had ART fix an issue with my 2014 ford super duty. They diagnosed and fixed the issue in the same day. Pricing was fair and consistent with the area. The team at ART really enjoys working on trucks and it shows with their customer interaction.,Legitimate,Legitimate
8015,Few shops in town not trying to rip me off,Legitimate,Legitimate
8016,"Clean , friendly,  will be back when needed.",Legitimate,Legitimate
8017,Delicious,Insufficient Context,Legitimate
8018,Food was not hot.,Insufficient Context,Legitimate
8019,Get new staff,Insufficient Context,Legitimate
8020,"Definitely underwhelming, margaritas tasted like they had absolutely no tequila, plates were hot but the food was bland and mediocre",Legitimate,Legitimate
8021,Best cheeseburger in town!,Advertisement,Advertisement
8022,"So I spent all morning trying to take pictures of otters.. get off the boat and thus little guy created us, a shame I can't upload video, it was better",Legitimate,Legitimate
8023,Beautiful even if it is raining!,Legitimate,Legitimate
8024,Great pizza place in Sitka.  We did take out.  Two nice salads and the Mean Queen pizza,Advertisement,Legitimate
8025,"There is a large assortment of things to buy, pretty much a decent place to shop. I liked it.",Legitimate,Legitimate
8026,"Miles of flat, easy trails for a casual walk or consistent run. Also horse, bike, and dog friendly.",Legitimate,Legitimate
8027,Excellent food and great view,Advertisement,Advertisement
8028,Good food,Insufficient Context,Legitimate
8029,I get all I need in the morning in one spot here.,Legitimate,Legitimate
