,0
7074,Not busy get in get out
7075,"Fast service, our food was done in 10 minutes, the wait staff was fantastic, always coming by to ensure everyone is satisfied! Nice atmosphere too, loved the bear pictures on the wall!"
7076,Big selections of liquor/wine bottles and beers. Great place for tourists.
7077,Nice
7078,Great food
7079,"Always a great experience with fun people! Only downside, busy( thats a good thing!), Make an appointment if you can!♡ I didnt get to get my eyebrows done with how busy they were, even with an appointment, ill have to go back another day ♡"
7080,"The number one place to manually wash your vehicle. Clean place the management is always on top, workers on the premises helping and making sure things are working properly.  Great car wash."
7081,great view and alot of parking
7082,Just a joke prices are too high vegetables are rotten just not overall good experience
7083,Their knolegable staff is second to none
7084,"(Translated by Google) Mmmmmmmmmmm

(Original)
Mmmmmmmmmmm"
7085,What a great place to come and see some Wildlife prices are very cheap and there's plenty to see it's worth the trip.  $16.00 for adults.
7086,Great beer good food...kinda expensive...but great atmosphere!
7087,"The muldoon location is the best!!! They are consistent, friendly and make my order just about perfect every time!!"
7088,Everyone's loves Walmart lol
7089,For the barbecue man go there for the barbecue
7090,They replaced my Dana 80 axle. Customer service was outstanding. The repair was done quickly and communication was excellent. I highly recommend their business.
7091,McDonalds and taco bell across the street is perfect
7092,It was an awesome experience. Johnny the cashier was very kind and was very patient with my kids.  Great job Johnny
7093,"Quick and reliable service. Very knowledgeable and friendly! Good, honest pricing."
7094,Service was excellent.  Much better than my experience in the spring.  😀
7095,I was very impressed with the whole experience with the auto repair shop. I called in the morning and I was told that I would be able to bring my jeep to the shop and the repair was done the same day.
7096,The drive thru needs widened for Alaskan trucks and the food is  slow to be made round lunchtime but they give you 2 different ways to back out if you're in a hurry and give up.
7097,"Great supplies,  hard to find someone to help you when you have a question.  Usually only 1 register open."
7098,I love the variety in the food and the beverages.
7099,Not very impressed... The parent company (Chepo's) is way better. Wait staff very rude. Food was more like a snack rather than a meal and my son's food came about the time the adults were done eating. Building looks great.
7100,My family has brought their pets to Hillside for about 10 or 12 years. Trustworthy and kind staff. Also one of few clinics for exotics. This clinic is important to me and my family
7101,the best Thai restaurant in town.
7102,"Lots of inventory in clothing, so I can usually find something that fits.  :)  groceries are not a good deal, check other grocery stores."
7103,Clean good price near the airport
7104,Customer service was bad.
7105,"Almost no indoor houseplants.

Beautiful outdoor plants!
Ordered 2 frozen drinks at the cafe, and they both didn't have enough ice. Yummy but they melted so quickly

I only came for indoor houseplants so unfortunately I will not come back again."
7106,"Couldn't find help with the binoculars, was ready to purchase...."
7107,Great restaurant who are keto friendly and more than happy to accommodate.  Delicious Mushroom Truffle burgers!
7108,"Very nice place to visit. The Walk on the Wildside tour was fun, very informative, and the tour guide was very knowledgeable."
7109,"The store is conveniently​ located, the staff can find you what your looking for but sometimes seem a bit annoyed with you."
7110,☕ Good mocha and breakfast burrito 🌯 but the prices were high 💵
7111,Very helpful and a fun knowledgeable staff...
7112,Nice hotel but no place to go on foot
7113,"Food was fast and great, service was good, and drinks were on par.  Pretty well ran establishment."
7114,Great everything
7115,Great for families or friends outings.  We had a awesome time!
7116,My favorite
7117,Great Curely Fries
7118,Always good food.
7119,"The staff is very limited having only one or two people on duty at a time, so wait times can get long, but they are friendly and helpful. The interior of the store also feels very cramped, but it looks like the layout is temporary, so overall 4 stars"
7120,Got my food and service was good
7121,"I have been drawing fresh water from this creek for over 30 years.

The area around the parking lot is getting trashed because neither State Parks not the visitors understand how to maintain trails.

Specifically, there needs to be education and community involvement in order to keep the trails maintained and prevent unnecessary devastation to the vegetation."
7122,I love coming here!!! They charge $3/person now but still worth it!
7123,"Everytime I go in here for something I think they'll have for sure, they don't! I wanted kimchi, nope. I wanted coconut vinegar, nope. They always have okra, tho which I can't get anywhere else."
7124,They do good work
7125,Really fresh food.  Everything tasted so fresh.
7126,Scenic spot in a lovely town.
7127,Consistently amazing sandwiches and great portion size
7128,Great homemade milkshakes
7129,"A clean park with trails, a playground, a field, and a shelter."
7130,"Clean, well run hotel."
7131,"(Translated by Google) Love saman Joanns ect

(Original)
Love ihop Joanns ect"
7132,"These guys are rockstars! The only time I've ever been delayed was due to mechanical problems with one of the planes in Anchorage, so they were a plane down. As a former slope worker who now works at Red Dog Mine, I depend on their reliability to get me to Anchorage and they have never let me down.... Unlike their competition. Pretty sure they only hire stunt pilots because these guys have no fear and will fly through pretty much anything!"
7133,Grey Towers great service great personalities for their workers
7134,The manager cut my hair. She's great. . wish I could remember her name. Tall blonde hair. A real go getter!!
7135,great food and service
7136,"Best pho in town, probably better places overall but if your just after taste this is the place to go."
7137,"Part of our tour with Salmon Berry Tours included a lunch stop here, where we were offered a predefined menu. The food - especially the “Fish ‘n’ chips” plate was waaaaay too oily. Didn’t enjoy much... Otherwise the place is charming and warm."
7138,Because it's McDonald's
7139,"tidy store , quick cashiers , plenty parking"
7140,Service fairly quick for a business lunch. I had the beef chili which was so good i am still aglow ;-)
7141,Grace pizza and other menu items and lots of beers on tap
7142,"I disliked my experience this time around. I brought my 2009 Ford Escape in for a front end knocking sound. My base care warranty was about to expire so my service adviser Jim said to get it in here before that happens. So after a couple of hours of inspection it was found that some motor mount bolts in the timing cover had come loose and subsequently sheared one off and that unfortunately this was not a covered repair. The end result was 370.00 for the repair and 30 something for the rental for the day. Upon getting my vehicle back,I look in my base care brochure and find that replacing the timing cover rather than repairing it is a covered repair.
My question is would it have been less involved to replace the timing cover than spend 3 hours drilling and tapping the old one and not have to have spent 400 something when it just may have been covered?"
7143,Great service.  Beautiful work for both manicures and pedicures.
7144,Employees quite helpful.  Had the items we wanted.  Decent prices
7145,Rented overnight for 11 year old sleepover birthday party - amazing time!
7146,A local game store!! What's not to like! From D&D to Cards against Humanities to Settlers of Catan... they have it all!!
7147,Drove mom 50 miles for
7148,Superior customer service!
7149,"My family and I go to West pool almost every week, it's relatively cheap fun that's healthy and enjoyable for all ages. They have a water slide (for a small fee)  that you can ride unlimited that exits in really shallow water, they have a kiddy pool, a deep end , and a diving board in the real deep end. Lifeguards on duty at all time, and are generally great."
7150,"They have a great selection of items but the workers at the gun counter ignore you while they chat...often, and the elderly man at the gun counter has been rude frequently. All the checkers are really nice."
7151,Shop local
7152,"This store and staff completely embodies the most positive attributes and honest customer service that any service industry should strive to achieve. They are a family run business that are dedicated to thier craft and thier expertise in thier profession shines! You can tell immediately when you walk in that you are a valued customer and they really are interested in striving to satisfy. My personal experience is rated at a 5 star. They gave me an accurate quote and good price. The operators of the business, Dan, Mia, and Ryan, are absolutely wonderful people...I'll only take my devices to High Frequency Wireless in the future for repairs. Delivered A+++ service. Go here. I promise you will not regret it."
7153,Very good
7154,The service was excellent and the pizza was as awesome as always! The prices are average but they always have some special or another going on to save you money.  It was a warm and inviting atmosphere on this cold Alaskan evening.
7155,"Great price. We love the blizzard! Drive-thru times are horrendous :-( I'm currently sitting in the Drive-Thru.... it's been 13 minutes and counting. I hope our fries and food is still warm. Fries are lukewarm at best, and when we get home we figure out that all of our drinks which are Sprites have only carbonation and no syrup. Fries also were half full:("
7156,"It's Krispy Kreme, the best donuts anywhere"
7157,Great place for breakfast or lunch.
7158,"Coming from Southern California most of my life I'd just say it's another mall. It's modern enough but badly lacks restrooms on all levels, only has them on top most."
7159,This place is legit.
7160,Amazing dining experience. And so romantic
7161,Carrs has always been a delight. I always love night crews on northern lights and penland! Always making me feel comfortable.
7162,You can learn about the history and the landscape of Alaska.
7163,Lunch meat outdated by 2-weeks.
7164,"The Diner has incredible food, great and attentive staff, and reasonable prices! Plan to wait ~45minutes~ if you come around 10-11am but definitely worth the wait. Always opt-in for the home fries!"
7165,Good size market with a wide variety of offerings.  Got the biggest bag of delicious kettle corn ever for cheap!
7166,Just eat there yesterday.  Nice quiet place for lunch.  Was able to visit with family for as long as we liked.  The burger that I had was hand pressed and done just right!  I topped it off with a beer.  I will be going back for sure!
7167,Great food and service
7168,"It's a nice place, best coffee in the area,
Sea food is fresh also.
Bought some halibut at 10.99 a pound,  looks great!"
7169,Been there 4 times this week drive through seemed long n our last order #3 was not correct. Did not notice till we were in happy valley 30 miles away
7170,Awesome food and service!!!
7171,The views a to die for. The lodgings Devine. The staff superior.
7172,Always fun taking the boys here to catch fish! Friendly people. Well kept. Nice trails.
7173,"(Translated by Google) A very stocked little store, you find everything and fresh

(Original)
Una tiendita muy surtida ,encuentras de todo y fresco"
7174,"Best burgers in town, good service our waiter was very nice."
7175,Good food and atmosphere!
7176,Lots of unique gifts!
7177,"Friendly workers...delicious food! Prices arent dirt cheap but also not too spendy lol
I definatly recommend their food"
7178,"Ordered to go today, for the first time. It was amazing! Everyone ordered something different and loved it!"
7179,My favorite coffee place! The servers are ALWAYS nice!!!! The mocha breves are the best!
7180,Very nice place!  They have a very good selection and keep a really good instock of of items!
7181,"Great time! Excellent set up, friendly staff, and the game itself is AMAZING! So cool and best party I've been to lately. 🖒"
7182,"Great customer service, professional personal, and responsive. Well definitely use again."
7183,These ladies have skills
7184,Great Hospitality awesome food
7185,Music kicked ass.  Don't remember much else.
7186,"Great local aquarium for the small town of Seward. They have a great mission of wildlife rehabilitation to the wild. The touch tanks are great for kids, and watching the sea otters, sea lions, and other animals is a blast! Great view of Resurrection Bay from the patio as well, and they do offer frequent discounts, in general and to Alaskan residents!"
7187,Obviously it's a national franchise so there isn't anything that stands out as unique for this location however the staff are always very friendly and the quality is on par with and decent Subway I have been to in the past.
7188,I wish another place has a play place.
7189,This was a fun tour. Shane Mary Lou and Gail did a fantastic job keep us entertained. The views at the stops were perfect!
7190,Just a nice place to shop.
7191,Very popular lunch spot adjacent to the Sea Life Rescue Center and with a great view of the bay. A great setting with quick table service of sandwiches and soups.
7192,A little bit slow but good ice cream. It’s speedy though
7193,There are a lot of great places in this Mall
7194,"Best hotel in Seward,  great breakfast, great view, great rooms."
7195,"Great food,   all you can eat buffet"
7196,"They have amazing breakfast burritos! And so many options for flavors 😊 my family and I enjoyed the food and the customer service provided, they were all very nice and answered all of our questions patiently"
7197,Service and food have steadily declined with the new ownership
7198,Altura experience is nothing but amazing. The atmosphere is relaxing yet classy. The service is impeccable and not overbearing. And the food is easily some of the best I've had in town. A must go to restaurant in town!
7199,"Downtown Anchorage is amazing! Good pizza, tons of great shopping nearby!"
7200,One of the best authentic Pho places in Anchorage. This is the Spenard Road location. Also have location on Boniface strip mall where That Wing Place is located.
7201,No machine only papers
7202,Good food/nice regulars
7203,Very efficient and friendly staff.  Food was very good
7204,"Every Wednesday at 6 to 8 p. M. Our dance group performers for the patients and people good way to heal the soul, the vibe is always incredible. And you will always run into family and two friends"
7205,"Delicious Fine Dining, casual dining as well, separate area is a very beautiful bar area if you don't want to dine. You can also Rent their downstairs for any suitable venue of your choosing. Fabulous, professional, courteous, attentive & kind staff."
7206,Quick service.
7207,"Favorite place in Alaska Juneau ,has it all what I needed,from socks to jacket ,from breakfast to the dinner ."
7208,"A great start to our trip. We learned a lot about the Inuit from the art and displays and they had a great 'science' area. We loved the historical exhibits as well. Its a part of Alaska that you don't get to hear about living on mainland America.
But when they say the close at 6pm then they really mean it. We were in the gift shop and suddenly all the lights were being turned out because 'they were closing'. I'm glad we weren't out in the main museum at that time!"
7209,Good store
7210,Great!
7211,There was a bunch of kids smoking and hanging about made me feel uncomfortable
7212,Best food in Homer...the night shift nursing staff LOVE THIS PLACE!
7213,Love it just the same as all the rest
7214,The kids loved the indoor playplace.
7215,"Good,hot,fast."
7216,They are awewome to modify for people with food allergies. Servings are good. They do forget to offer refills on fries. Food is always fresh.
7217,"Great food, good service and moderate prices."
7218,"Awesome location after finishing a couple runs at Aleyska.  Mediocre beer selection on tap.  Typical Alaskan pub fare, nothing too exciting about that.  Atmosphere though is incredible."
7219,Beautiful nuf said.
7220,Nice trip!
7221,Best chicken sandwich
7222,"It has lots of interesting decor, but also lots of commerical establishments. I loved the dinner show 6 years ago, but I did not get to it this time."
7223,"We went as part of a cruise package. For us having visited the marine centers in many cities we found it a bit underwhelming. It was pleasant enough, but took us about 10 minutes to see everything they had to offer. Guess it is a fine thing to do if you have some time to kill, but really enjoyed walking around the town and along the water more than the visit to the sea life center. Probably more fun for kids."
7224,Has a lap swim pool
7225,Food was ok. Worth trying but won't be back. Nothing special.
7226,"Really nice park, still has a fun and dangerous metal merry-go-round"
7227,"Actually pretty great, food was great, service was great!! We went way back when they first opened and never came back because we did not have the patience towait for the food. The food arrived quickly & hot... loved it!!"
7228,"Great staff, besides everything they have a knowledgeable crew who are friendly and try hard to get in what you need."
7229,Awesome friendly service and Awesome professional job especially with people with disabilities
7230,We had patty melt with spicy buffalo fries & fish basket with onion rings. Wished I'd saved room for a milk shake ... maybe next time.
7231,Nice place
7232,"Good d select and prices, especially considering the remote location. Staff is super helpful and friendly.
Good selection of knick-knacks as well as camping and sporting goods.
Stop here for Delta souvenirs."
7233,Amazing breakfast and such great service!!
7234,"Dr. Lloyd and his staff are AMAZING! They worked with me to create an affordable payment plan, and after just 3 short months, my years of back/neck pain are gone! Not to mention he was able to eliminate my seasonal allergy symptoms. Would definitely recommend these guys to anyone and everyone!"
7235,Really great gluten free baked goods section
7236,Great tasting food and good sized portions.
7237,Very Good
7238,"If you like fudge, this is the place for you!!!"
7239,Expensive but worth the price! Perfect for special occasions or just a tasty meal. Their prime rib is everything I wanted and more.
7240,"Ate lunch on a Sunday. In the years of coming to the movies, we never ate here, so we decided to give it a shot. First impressions were the booths were a little worn, and the menus had been waterlogged and were kind of stained. I ordered an Asian Chicken Wrap with a side salad, and a cup of coffee. Coffee was really good, so kudos there! The wrap wasn't bad, it just was kind of bland. Table salt helped, but it needed something. Salad was fresh, and the vinaigrette was nice. All in all, it was okay, and the prices reasonable with attentive service. Now, it is, by far, the best option in Dimond Center to eat and a great place to grab a cup of coffee. In the end though, the place didn't sing to me. But kudos for supporting local artists on the walls!"
7241,"We really loved this park. Separate fenced in areas for small and large dogs. Clean, well behaved animals, no creeps."
7242,Bessie is the best.
7243,Great tamales!!
7244,Great food and service
7245,Great place for burgers and ice cream!
7246,The staff are  very  good.  Prices are  high the owner will quote  you a  price then charge  you  higher what was quoted. Make sure  you  get  it in writing
7247,"The food is good, but the service it's really bad. We have a bad experience, I will never come back our server was so rude and racist, I was taking in Spanish with my girlfriend and he was so could after 5 minutes when they bring our food he put the bill in our table. He doesn't ask if you wanna dessert or no. Sorry for my English it's not perfect but I hope you can understand our bad experience."
7248,Expensive place but has things more tailored to Alaska (like bear bells to put on your dog's collar for hiking)
7249,"Great food, great location and amazing views."
7250,Brush me car off got right in and right out with  Beautiful clean car
7251,Excellent
7252,Excellent clothing store
7253,Delicious home-cooked breakfast for pennies! Limited hours.
7254,"Good selection, service, and prices. Many sale and markdown items."
7255,"Good place, no troubles."
7256,"Very good sports field, open and covered."
7257,Good service and honest
7258,"Stayed 2 nights. First night fine. Second night there was constant loud talking, slamming doors, pounding on walls,  sketchy people in stairwell.  Filth in elevator. Should have complained to manager, a comped night was in order."
7259,Good place to stay
7260,don't think about just go it's good
7261,Awesome food and great views.
7262,I've always loved going to the falls they are beautiful and a relatively easy hike.
7263,"An amazing place. They are small and busy but it's well worth the wait. My favorite is rock fish tacos but every menu choice is amazing. My wife loves the mussels appetizer. Fresh, local, awesome."
7264,Great place to come visit
7265,Good Mexican
7266,Ok McDonald's.. Have had better
7267,Wonderful staff great prices. The best!
7268,Good food and good coffee
7269,Slushies great
7270,Not the friendly people
7271,Bells Nursery is a great place for gifts and plants.
7272,"Usually busy, I love the pepper something burger, great food over all nice seating, food drinks and great service."
7273,"Food was average or sub par (I would not recommend the cauliflower tacos, very bland).
Our server was inattentive and forgot to bring us things."
7274,A fun place and history lesson every time you go.
7275,Great place. Fun atmosphere. Good music. Friendly dog. Axes. You can’t beat it.
7276,The lettuce has made me sick on three different occasions and the cashiers are having customers pull up to the highway to pick up there food.
7277,They botched our pizza order to hell and back but it was still pretty dang good. Dont order the calamari strips..... you get like...... a tiny handful worth of it.... for the amount they charge you kind of expect an actual appetizer amount. We were hungry and so cold being in the shipyard getting hauled so we still enjoyed the tiny bit we got and ths jacked pizza.
7278,Love the food
7279,Breathtaking
7280,Amazing
7281,My favorite campground in Cooper Landing.  A short walk down the hill takes you to the Russian River.  Camp spots are very nice and level for the most part.  This location will not disappoint.  A great deal of bears at this location so be bear aware at all times!!
7282,"What you can expect from Yellow cab, based on my experience with using them approximately weekly for 4.5 years:
- If you schedule a cab in advance, it will show up on time. They've never failed me in this, and this is what takes them from 1* to 2*. However...
- Despite directions for the dispatcher and in the ""additional info for the driver"" box on their app, only 1 driver - one! - in nearly 5 years has actually shown up at the right location. The driver typically yells at me about the inconvenient location and sits in the cab while I drag my heavy field boxes to wherever he is.
- About half the drivers complain to me about my short fare from Spenard to the airport, how long they have tip wait in line at the airport for a fare, etc. I know this and have always tipped well ($5 tip on a $10 fare), but they still complain. I need a cab, so have no choice but to put up with their grumbling.
- Expect to hear their political views whether you want to or not.
- Expect them to sit in the cab and allow you to load your own bags.
- Many of them are disrespectful to women.
- If you get a good driver, get his/her personal # and contact them directly if you can. Many will not give you their direct contact info BC they're required to operate through the dispatcher.
- When you're leaving from the airport, expect to have to drag your bags all the way to the FRONT of the cab line. The socialist system that requires you to use the next cab in line means that you cannot take the cab closest to you. Again, the drover will rarely help you take your bags to the front of the line. Most of them sit in the cab and let you do all the work. But don't forget to tip!
- Do not expect a service that even remotely resembles something that operates under a free-market economy."
7283,I love how cheap it is!!!! I can eat pizza slice for $1 and have beer.
7284,"Great food, generous portions, and fast service."
7285,Decent pizza if you like waiting forever.
7286,There was one worker so the pace was a little bit slow but the girl doing it was a champ for doing a line in a timely manner by herself.
7287,"Best King Crab I've ever had. The staff was great, the menu had everything we could want. The chowder was pretty good and my only complaint was the parking was very limited, but it was not too hard to plan around that."
7288,Has fish tanks and a touch tank and a model boat area Lots of them many different types of fish and a trail in the woods.
7289,Awesome
7290,"Friendly staff, super deals!"
7291,"Called the office to discuss a violation that was not for a vehicle I owned and the lady acted like I should know exactly what to do. I have never had an easy park parking ticket before and was calling to get clarity, but got attitude instead. I requested an email with procedures and violation number, but I never received it."
7292,"Pricey,  but excellent food."
7293,"Awesome food!, only eat there no where else."
7294,"Great supplies,  hard to find someone to help you when you have a question.  Usually only 1 register open."
7295,Love the fried special rice...
7296,"Yeah it's convenient, and it has larger machines... that's about it...

The standard load is $4.50 and the larger machine's start at $10... for a 23 minute wash...oh and get this, all the machines only take quarters, you read that right, half your time at this place is spent putting in quarters one at a time.

Extorting visitors is sad. Laundry in the far more remote town of Dawson, Yukon Territory was HALF as much."
7297,Social people cheap beer and a pool table
7298,Yummy sushi. Good customer service.
7299,My go to place for bads.
7300,"Whittier ,Alaska"
7301,Great
7302,Worst stake I have had at a restaurant. Extrememy overpriced for what we received.
7303,The Best Subaru Shop in town
7304,"Super fun. Lots of collectibles, mini figures, comics, and fun snacks and anime series from Japan."
7305,Good place to stay if you go up there
7306,Super friendly people that pointed me in the right direction on furniture!
7307,I LOVE EVERYTHING ABOUT PALMER
7308,Nice big parking lot and great view of glacier.
7309,"Nice memorial, we like to come visit the Eagles Notch & Jack and bring them fish when we can!"
7310,A nice roadside pull off viewing area.
7311,Pretty nice but a bit pricey for the amenities.
7312,This mall is alright! They have a gym and many other activities to help through the winter. Amazing flag out front. Check it out!
7313,Great Coffee
7314,Expensive but fun
7315,Great burger's and full beverage menu.
7316,Breakfast of course
7317,Yummy food and great service. Cute atmosphere.
7318,"Sa. any Dave n Busters, excellent bar and food selection + Games. The bartender service is prompt at lunch and dinner. Come check see it for yourself. 5 Stars."
7319,The only place I'll go to buy meat and produce from. They always have great sales going on
7320,"Long wait, but individual service is good. The menu doesn't indicate percentages of anything. The one thing I wanted, they were out of, so it must've been good."
7321,Was good. Our server was the best though
7322,Yummy
7323,Favorite place
7324,I ate here years ago but I am back to Alaska now because I purchased my lodge back. The service was great but the food was average. The quality of the meat was great but it was not seasoned well and it mad the steak pretty bland.
7325,Challenging parking but worth the visit. Great variety of camper shells and knowledgeable sales folk.
7326,Awesome food and customer service.
7327,"Best Mexican food, the mini chimmies are absolutely wonderful."
7328,Always good food.
7329,Great love the new sets
7330,Great music for worship and a great message
7331,Not bad has what u would need
7332,It's Taco Bell. Good price okay food.
7333,"I cannot complain. Getting over the fact that it is the dentist. I have had to go there twice for two different procedures. The dentist and the dentist assistant did amazing jobs to make sure that I was comfortable. After the local anesthetic started working the root canal was painless. The initial injections were painless as well. They were also good with working around our insurance, or lack of because we went over our limit, to make the procedure not place a drain in our out of pocket expenses."
7334,Great selection and friendly service.
7335,Good customer service.
7336,Excellent tie food and good doughnuts
7337,"Honestly the best place for froyo. and smoothies. Its vegan friendly and staff is very nice. The flavors change a lot. My personal favorite was cake batter and currently on the day this review was written is salted caramel thai tea that's vegan friendly. I'm not vegan but its soooooo good..
Update 3/26 THEY HAVE UBE FLAVOR GUYS"
7338,Clean quiet and the room's are very nice.. Beds are comfy and you have a choice of several different type of pillows.. The restaurant is close by and so is the Bar... Food is delicious and if you want to eat in your room They have take out.. A full menu and breakfast served all day..
7339,Best root beer in town.
7340,Amazing food and service every time. Many vegan and vegetarian options. This place is a winner ♥️
7341,"We were actually looking for another Italian restaurant we'd eaten at years ago, but couldn't find it. We ended up here instead!

We liked the quiet, relaxed atmosphere, and the service was perfectly paced to enjoy the meal. The four in our party all ordered different dishes and everyone liked their food. The dinner salad and bread were good but not amazing; the entrees were piping hot and tasty. We didn't have room for dessert...darn.  we would eat here again if in the area"
7342,I love me some hot bowl bibimbop!
7343,Ive got  15 tats and know how to take care of them and 5 times the tattoo guy not  an artist at all  dipped the needle in the wrong color ink  so I have red in the blue and the  blue in the red  DO NOT GET A TAT HERE
7344,Love it
7345,It was 10pm and there were many drunk people. Saw one passed out and one peed on the sidewalk.
7346,"Friendly staff, clean, modern, full portions, I'm not a huge fan of Mexican, so I didn't add much sauce ( they have several, serve yourself). It was not my cup of tea, but for those who enjoy Mexican food, I would give it a go."
7347,Nice scenery. We saw two moose's while going down the tram. Friendly staff.
7348,Awesome view. Great food.
7349,"Vince and his team have never let us down. They have a common sense approach and they won’t even give us a estimate if they think we are going to throw good money after bad. Their work is solid, never any problems after the fact. They try to get you your car back as quickly as possible too. They have been in business for a long time and are a USAA STARS business. If you are looking for straightforward answers, a friendly approach and good body work...Glacier will take care of you."
7350,Good food! The price is right. Halibut taco is great!
7351,Absolutely my favorite book store in town. They have a fast and friendly staff. Would recommend.
7352,Nice comfy place to drink coffee
7353,"Food is amazing! My first experience was very poor with the staff, and I was bothered by how confrontational the server was, however the food was better than most places in Anchorage so I have returned multiple times and simply accepted that the owners of the restaurant don’t value training on customer service in this particular location (compared to their other restaurants in town, and other restaurants in general), it’s not a part of their experience here and in general don’t expect smiles and quality service...if you know that going in, it’s no big deal and the food is absolutely worth it. I love their beet salad, I think it is the best salad in town!"
7354,"My sandwich could have been better, but the service was nice. I like the updated decor and food options. I was afraid the Udder Culture vibe would be lost with the new owners, but it's pretty much stayed the same. Except the milkshakes aren't the same."
7355,"Every time I've gone here they've screwed up my order. They somehow make their burritos watery and inedible. The service is touch and go. They have a few great people, and a lot of bad apples."
7356,"Good breakfast, massive pancakes"
7357,Great
7358,"Sitting by the creek, on a sunny day, yet in the shade while splitting an appetizer is perfect! They have food runners, and you aren't bugged to death by your server... However, you can flag down anyone and get anything you need... Water, silverware, more food, drinks, beer...  Whatever it is you like... Prices are moderate, so bring your cash (plus they take other forms of payment).  They are also part sports bar, part Alaskan casual restaurant."
7359,Always great food
7360,Best in Alaska period! Don't go there enough & never could!
7361,Salsa was good.
7362,Great selection of Ben and Jerry's. Also have a red box like DVD kiosk.
7363,Nice large portions. Fast dependable in store and delivery services. Reasonable prices.
7364,Difficult access
7365,"Really good organic selection I was really impressed, definately going back there, they had my favorite candy/honey and sesame bars, they even have one of the largest selection of organic spices I have ever seen, very fitting for the largest state!"
7366,"Great service, great food, beautiful and relaxing setting."
7367,"Smokey  hole in the wall where locals come to hang out. Television,  one pool table, pull tabs. Alaskan Cheese Steak co. Will bring your order over to you.

No more Cheese Steak co."
7368,Just wasn't what I was looking for
7369,"Yum. Yum.

We will return!"
7370,As always very professional and knowledgeable. Love the Abbot Freddys jewelry store!
7371,Great sandwiches if you like philly cheese steaks.  Good wings and great service.  Good portions that come with fries.  Cozy place with limited seating. I recommend the regular or boss philly for your first time.
7372,Oldest camp on the slope
7373,Helpful  employees and convenient location
7374,"Great place, like most other Red Robins."
7375,"Perfect fish and chips! We got the halibut and cod and both were great! Fresh local caught fish. Crispy, tender, moist and no grease. Extra coleslaw for me and malt vinegar made it even better."
7376,"They told us to wait an hour for them to see our dog, an hour turned into 2 hours sitting in the parking lot, and they still didn’t tell us how much longer it would be, they told us we were next but it could be another 30minutes to an hour, they wouldn’t let us leave to go get food or anything otherwise we lost our “spot”. Our tire started going flat while sitting there and we asked them if we could run down to the gas station that’s right down the road, not even 5 minutes away, and they told us no and that if we wanted to go then we would have to drop our dog off to them inside while we left and they would medicate her. The people at the front desk were also extremely rude. I wouldn’t recommend this business to anybody, especially telling us that we would have to have our dog medicated if we wanted them to see her."
7377,"Update: Dropping my rating to 4 stars because none of the staff is wearing a mask during this latest covid outbreak despite the request by state and city officials. You'd also get more than 15% tip from me on my to go order if you were a mask. Not sure what more incentive you need. (BTW, all customers picking up orders were wearing masks)

Great food and excellent service. Ordered Togo. Food was ready in 10 minutes. We got burgers, the Reuben, a steak sandwich, and mozzarella sticks. Everything was great and hearty. They have a small deck which would be good for covid times.  A bit pricey but worth it for everything we ordered, but probably could have saved money if we didn't get the mozzarella sticks.. Worth it!"
7378,Decent American-style Chinese food for somewhere in the middle of the Bering Sea/North Pacific. Big portions and prices were surprisingly comparable to Anchorage or Seattle.
7379,Always professional and easy to work with.  I love any business in Alaska that recognizes that we're not living in the 1970s anymore
7380,Super good sushi. Nice environment.
7381,Out of stock. All the time.
7382,Great coffee
7383,Great beer selection and a wide variety of food choices for whatever you're in the mood for. Staff is usually pretty quick and polite.
7384,No bathroom.
7385,Decent prices on packing stuff. Check out slooow
7386,"They are gentle and listen to the patient. I love this place and would recommend it to anyone. Thank you Dr Han, Sarah, and Kira!!"
7387,My favorite bar in town!
7388,So many great trails in this park!
7389,"Used the pickup, fast and easy"
7390,2 and a half hour wait for delivery???  That's either poor planning or Super Bowl day. No today is not SBD.
7391,better when it was army/navy
7392,Healthy and good
7393,"Excellent food and service, great for lunch and dinner. Friendly staff try the shakes!"
7394,Always loved this place. Great food.
7395,"Moose is Loose is an absolute must anytime you're in the Soldotna area. Their donuts are absolute amazing, my kids and I love when we treat ourselves there!"
7396,Fun fun fun
7397,Great for fishing and letting rhe kids play at park!
7398,Great place to eat with friendly service
7399,Not bad
7400,"This is now a KOA.  Owners are great.  Cable, propane, and a free honey wagon for your tanks."
7401,"Fishermen's Bend is a card-lock gas station with no on-site staff. It has the lowest gasoline prices in Juneau. The station used to have a store as well, but that burned down in 2008."
7402,Great place
7403,They have have the best halibut for the best price in town
7404,"Great bread, grab their frequent buyers baker’s dozen card. The owners are always hard at work. However, if you have a question about a product or what’s in stock make sure to confirm the answer, the staff is often trying to give you the answer you want to hear, not what is actually the case.

Review as of 7 months later: a huge improvement since the new ownership!  All staff is super friendly and ready to help. The entire atmosphere of the restaurant has changed for the better, more relaxed and enjoyable.  Thank you for all your hard work!  It shows."
7405,Nice little boat launcher. Had a burger shack and a convenience and tackle store.
7406,Great place clean and safe
7407,"Good, short, little hike! Beautiful falls! It is steep in some areas but not to difficult of a hike!"
7408,"I went and got a summer milk shake with cheesecake, strawberries, and blueberries and it was so good. Dont try the sour patch one. Eeeewwwh"
7409,Great customer service.
7410,Prices. Values. Clearance aisle!
7411,"Been going here for years, and I have always received quality customer service. It the perfect place for your DIY projects and replacing small parts."
