,0
8767,Clean well maintained
8768,"Excellent, original and eclectic Alaskan menu. Downtown and great for visitors!"
8769,"I got warm bread, Hot chicken and fresh salad!"
8770,Great service
8771,Alright food. Slow service if you're in a rush. Nice people and service.
8772,This place is not closed.  Hit the wrong button!!  Nice mall.
8773,"Good food, great service, moderately expensive but decent value"
8774,So peaceful and beautiful. The colors are amazing.
8775,Good fries
8776,Out off all fast food one of my favorites. Love the jalapeno thick burger.
8777,"C'mon folks McDonald's is McDonald's....

The only thing different from this visit then my last was

The customer service ......

They have improved since the last time and the workers where friendly prompt and respectful..... and cant forget fast...... thanks McDonald's"
8778,An absolutely fantastic place to go!
8779,Wish the employees were more strict about people cleaning their machines afterwards. I'm tired of cleaning dirty machines so I can use them. Please put up signs or something. Make people clean up after themselves. It's gross.
8780,Good grocery store
8781,Don't forget to resell your textbooks!
8782,"A small space, but very quiet and peaceful, especially if you want to do some reading or sketching. There is a koi pond, birds, and of course a plethora of plants. Warm, humid, and a good break from winter weather."
8783,Ok
8784,"You can tell why it's a neighborhood favorite as soon as the smell wafts through the doors when entering. Authentic, not Americanized, and so good. Just like my Asian grandma made it."
8785,I understand that it is fantastic when it is not raining and you can see the mountains.  Great people everywhere.
8786,I mean.....it's a store a typical store that has work gear nothing fancy but prices are outrageous.
8787,"I was at Golden Nugget RV Park to visit friends on Wednesday Nov.21. The park is exceptionally well-maintained. There is a small, but more than adequate, on-site laundromat. There are showers and restrooms as well. The staff is helpful and available."
8788,Nice and clean.  Very helpful people.
8789,"Confusing to navigate, don't really carry basic hobby tools like souldering iron tips."
8790,Very nice helpful employees always ready to assist you and seem to really care about you and your health needs. Much better than the service gotten at a chain pharmacy.
8791,"The flowers here are incredible, but the locals that hang out here may not be everyone's cup of tea."
8792,Food was not good service was ok she was nice
8793,"Loved it, kids still rave about the pool and breakfast. Dog friendly room was great."
8794,Extraordinary drive through the park.
8795,Excellent.
8796,"I would not return. Poor service, food was not that good. Very loud."
8797,"Well, when I was growing up, we didn't have such stores to go to for parts..Now we do at my 68th level in life..tee hee..I'm from the Top O The World by the way..The Last Frontier..Good day everyone,,"
8798,Poor selection
8799,"Great show. Medium sized venue, no bad seats. Note the show goes on rain or shine. Grandstand is covered, but if it is raining folks in the first 2-3 rows will get wet."
8800,"Great service,  great food, did a small flight of local craft beers which were all great! Wonderful experience with our waiter Chris! Ask for him!!!"
8801,Bomb dot com
8802,They almost always mess up any subs I do for ingredients unless I use the app. And then sometimes ordering through the app is unavailable. 🤷‍♀️
8803,Manager sounded like she was about to spit the biggest loogie of her life.  There fast but everything is thrown into the bags.  There main manager Rochell looks like she was hung over.
8804,It's just another Walmart
8805,Doesn't except smart wallet nor does the store have Alaksa Usa.
8806,Well lit easy to navigate and cleanly all staff and patrons were all masked up and practicing safe distancing!
8807,Super good food
8808,Very fast and efficient they did An awesome job will refer them to my friends!!!! Reasonably priced too!!
8809,Good drunken noodles and panang
8810,Great service... Food and drinks... Thanks for my 🎂 🍨
8811,"Tasty burgers, served fresh, bottomless french fries and tasty drinks. Our server was very good too."
8812,Typical gas station
8813,Best place for a beer and pool or shuffleboard.
8814,Easy to shop here friendly and knowledgeable staff!!
8815,"Taylored Restoration will give you an estimate and draw up an agreement only to Come back not only once, but twice after the project has started to make it “cheaper”. Less expensive flooring in the situation I’m referring to, not only once but after the project was started came back a second time with an even cheaper option.

Taylored will ONLY out one coat of paint on your walls

Taylored will NOT do any matching for transition strips from vinyl flooring to next

Taylored WILL leave cabinets unfixed to walls an unleveled

Taylored says they will send a final cleaner, however none of the ceiling fans in house were cleaned, cobwebs in the corners of ceiling from dust collecting, not a single window cleaned, adhesives left to the flooring from when they covered them to protect them

Only came in 7 weeks behind schedule & hear nothing but complaining coming from project manager Brian. Throughout the project I was monitoring for out of state friends, Brian (the project manager) treated me like literal garbage, abusive language towards his staff and customers, has a superiority complex, sucks at customer service & could clearly care less above finishing project in a timely and professional manner. A complete jerk!

I hope everyone at Taylored has to deal with a project where someone like Brian is their contact so they can see the level of customer service they are allowing their brand to represent.

Needless to say, if you’re able, save yourself the headache and go with another company.

There was only a single person doing the majority of the installation work. Was expected to do sheet rock, paint, trim, plumbing, electricity.

Essential the house was left abc competed with the bare minimum to finish the project.

Kitchen sink was left not completely hooked up and has a leak."
8816,Dependable knowledgeable reasonably priced
8817,Always excellent service!
8818,Prefect Carmel cappuccino and just the right blunt undertones without the Starbucks citrus yuck.
8819,"Clean and spacious, unique cafeteria style food setup that includes a coffee place."
8820,Mmmmm
8821,"ordered a brisket dinner, cost me $32 with grubhub, when it arrived there was not even 3 bites of meat in the box and the potatoes are undercooked in the potatoe salad, the $3 lemonade was yellow water, if it wasn't in a clear cup you would have no idea it was ""lemonade""
Appalled how management could let such sub bar food leave the kitchen. Also on the menu it says the brisket dinner comes with cornbread or a dinner roll, not neither as was the case with my order.. paid for it but sure didn't get what I paid for."
8822,Family friendly safe and good spot for recreational water vehicles
8823,"The food was fantastic! I had their mixed grill and it was a bit of everything. I think the lamb was my favorite. It was HUGE and served with two sauces, one tomato based the other was a curry base. The garlic naan was FANTASTIC! On the down side, service was a bit slow and we had to share a table as a couple... at 5:30pm. Not exactly what I had in mind, and I'm simply not in to that ""community table"" thing, so it was a turnoff for me. I even called to make a reservation and they told me ""no problem at 5:30, no reservation needed"". Oh well, the food was great though!"
8824,"Had the smoked salmon chowder and a pizza and both were fantastic!  Service was great and although there isnt a lot of seating, we only had to wait about 10 minutes to sit down.  Cant wait to go again for halibut and chips as the table next to us ordered it and they looked delicious!!"
8825,It's not the Wings the Phillies. Are to dry
8826,Our waiter was excellent. Very clean and seating appropriately. Food was great
8827,Great mall
8828,My grandchild enjoyed the week stay here! Very quaint
8829,Easy and fast. Lot is kept clean and ice free
8830,Just what I need
8831,The food and ambiance were both very nice. I will definitely go back again.
8832,Shawn Idom at hair science has created not just a Barbershop and Barber School but a community! He goes above and beyond for all of his clients and provides outstanding service. He is always looking for better ways to serve people and better his shop. I highly recommend you schedule an appointment today!
8833,Very good program for kiddos
8834,Fun
8835,Had a great time! It was a fun kind of challenge 😃
8836,Awesome breakfast. ...
8837,Yummy!!
8838,Good food. Great service!
8839,Great location for stage events
8840,"If you go early, you will get out quicker!"
8841,"(Translated by Google) Sloooooooow!

(Original)
Sloooooooow!"
8842,One of the best parks for outdoor activities. Not many parks have a Beach on the ocean. This is a year round park for people who love to be outdoors.
8843,"This particular Carrs is a mega-Carrs. In fact, I have yet to get over to the west end of the store. Clean with friendly people and a fantastic deli, I will drive across town to come to this location."
8844,Good food. Service was great.
8845,Mashed potatoes tasted like baked potatoes.
8846,Great hikes beautiful views
8847,"Spectacular views, drive, hiking trails!! Watch out for Moose if you chose to hike,  follow the guidelines of Nature Center;In case you encounter wild life. Paradise for bird photographers. There's this 30 mile drive from visitor Center into the park preserve. I could spot fewer species of birds. Watch out for weather news before planning this trip."
8848,Everything you need
8849,I love the foods available here variety with multicultural selectuon.
8850,Love grilled onions on burger! Great fries
8851,Great halloween place
8852,It is a lovely botanical garden with a wonderful variety of plants!
8853,Herb garden
8854,The kids say it's the best park in Anchorage.  It has the added dog park and my dog enjoys that.
8855,Drop off you old electronics for recycling here. They were great about taking all kinds of old gear and getting it properly processed for recycling.
8856,Not healthy
8857,Ok
8858,It was a small group but a good NA meeting all in all the people were friendly and the building was easy to find with the assistance of Google maps
8859,Great place
8860,Very knowageable helpful and professional people. Filled and loaded my order very fast. With great service like this I will be back! Thanks employees of Lowe's!
8861,Iam not into processed foods.
8862,for GOOD service sit in the BAR.  If you want terrible to mediocre service sit in the other part.   Food is not bad.  Pizza is good.  Enjoy eating there now I know where to sit to get good service.   Takeout can be hit or miss.
8863,"Beautiful park in Ester, Alaska. Was pretty packed when we visited and hard to practice social distancing, but could have just gone at a busy time. Plenty of things for kiddos to do for a great outdoor pastime. Highly recommend checking this hidden gem out. Only about 8 minutes drive from Fairbanks."
8864,Always a friendly experience.
8865,Quick service
8866,There going downhill food is ok but no deserts like they use to have no more soft service ice cream they got tubs of ice cream that the kids were sticking there fingers in to taste test.
8867,Lots of outdoor activities!
8868,"My wife and I typically don’t buy cars from small dealerships, but we are certainly glad we did!
These guys went above and beyond to make sure we got the truck we wanted at a fair price. Our sales rep Brenden Farley was honest, straightforward and made sure everything was done in a timely manner. Overall it was a very pleasant experience and we will definitely consider them in the future!"
8869,Great place.
8870,Drive through is so quick and easy.
8871,Helpful & knowledgeable
8872,"This is for the restuarant.. I ordered a 52 dollar porterhouse steak. I was really thinking it would be something special. Wrong. It was the most un-exciting steak I have ever had. There was a few grill marks in it, other than that it just looked like a cardboard colored piece of meat. Taste? Meh it was okay, I at least think it was fresh. I'm not even sure there was salt on it. I really wanted to put steak sauce on it.  It came with a little puddle of mashed potatoes and 3 asparagus. Sorry no photo."
8873,Customer service is ok. Employees got irritated when I price matched there item to AutoZone and it was $60 cheaper at AutoZone for the same thing.
8874,"We had a big company party.    Close to 20 people.      They had orders taken and food out in around 30 minutes. Very impressed.     Food was good, and hot.   Everyone was happy.    Thank you!"
8875,"Foolishly did business with these crooks after repeated warnings from multiple people.
Low down thieves!"
8876,Good store
8877,"(Translated by Google) The first Starbucks I saw in my life with a fireplace

(Original)
毕生见到的第一个有壁炉的星巴克 里面还算大 可以休闲"
8878,I booked a trip for the glaciers and security  comes bothering me on 9-25-2015 and said that I couldn't say in the lobby and wait
8879,"Everything you need for fishing, boat repairs, home improvement, and houswares."
8880,Nice location helpful staff
8881,"The playground is geared towards kids between 2-8 years of age. Nothing amazing, put a small fun place to hangout. During the winter they have ice skating, which is well maintained and our go to place!!!"
8882,It's a good Freddy's
8883,Great sushi. Delicious Mongolian beef. You Get what you pay for.
8884,Nice little comfortable theater
8885,Very good place to eat. Friendly staff and a variety of entrees for adults and family. Definitely a great place to eat anyday.
8886,"Great mall, lots of good stores"
8887,It was a little slow but expected so ok
8888,Beautiful building
8889,Low income neighborhood with a lot of sketchy people living in it. The community is well laid out and seems well managed. But the crime rate is really high.
8890,"Fun, amazing sledding! Beautiful!"
8891,Nostalgic and great price.
8892,Love the meats here
8893,"The best sushi place in Anchorage and one of the best that I’ve been to in the US. Consistently fresh and generous sashimi cuts. Great selection of udon and other Japanese food as well. Only downside is that it can be crowded during popular times, but there is usually space at the bar. Highly recommended."
8894,Really only the only Mall
8895,"There wood stove pizza is amazing! And if they dont have a pizza on the menu for you, you can totally ask for toppings and build your own."
8896,Its okay.
8897,Gorgeous
8898,They had a wonderful selection and great food. It was nice to be able to go eat at a place where having a food allergy was understood and easy to find options.
8899,Excellent assortment of meats and excellent prices!
8900,Overpriced for the quality
8901,"The best dry rubbed ribs I've ever had. I've been to barbecue places from Alaska to Miami. Super tender and moist. No need for bbq sauce, though there in house choices are pretty tasty. Their chicken thighs are also very tasty. Good thing I live 160 miles away or I'd be fat and poor - but I'd be happy!"
8902,Great food.good people.nice seanary.
8903,"Good food, hidden gem."
8904,Nice park
8905,Great tasty meals and very nice service
8906,"A locals favorite. Owners Raleigh and Jenny serve up creative, fresh and delicious modern American fare. Decor is light and friendly just like the service. Excellent coffees and homemade fresh pastries everyday. Menu is constantly changing offering new experiences regularly for very reasonable prices."
8907,"Still beautiful, sadly extremely empty for the mall part. To the stores in them you are amazing!!"
8908,"Love home depot, the location isn't all that great. But they have great service and their prices are somewhat affordable. There garden and lawn section is my favorite area."
8909,"Great service, enjoyable front desk interaction, hairdresser was fantastic..great prices and great haircut"
8910,"Nice, very clean."
8911,Love love love this place
8912,Food and staff are good but prices are ridiculous. Wife and 2 kids and cost me over 100$ for dinner. This is not a fancy place to eat.
8913,Amazing acoustics!
8914,Love the view and the drinks.
8915,Nice outdoor seating with live music.
8916,Best bar in Seward
8917,Thanks had a good visit with friends! Keep em in line Jake!
8918,"Great hotel with an amazing staff, awesome views and just a quick walk to shopping and fine dining!"
8919,This is my favorite sushi spot. You get alot for your money and I leave full every time.
8920,"WOW where to start. I pulled up and there had to be 500+ mowers snow blowers and other things sitting around. I waited around for 15 minutes because I guess the owner and his helper were more interested in getting his car washed than doing their job. I showed him a part that i needed fixed he said it was a cheap Chinese piece of crap and it was ruined. He followed that with go home brush up on my Chinese and get a new one off the internet. I asked if happened too have one that was compatible sitting around that might work, he looked around his Sanford and son's parking lot and said yes, but I am not going to look for it go home. He was a real ass to say the least had no people skills and apparently very little to no small engine repair knowledge also. found the part at anchorage small engine repair and had it fixed in less than 3 minutes when i got home. Save yourself time and money just avoid this place."
8921,Good but a bit over priced.
8922,We walked in and the first couple of people didn't offer assistance.  Then we got help from a very nice female associate.  Who helped us get everything setup.
8923,"Just a visitors perspective... Breakfast burrito was good... Reindeer sausage was like everywhere else that serves it, must be one supplier in the area. The menu leans strong vegan, if that's your thing, you're in the right place. The table of 4 behind us had sweets and pastries and were not satisfied, lady (mom) said, ""worst, grossest carrot cake in the world, it's almost tasteless!"" The man took it all back to the counter. The cashier taking the order seemed angry, looked very unhappy. Looking around at other people's food, meh. If I resided here, I probably wouldn't dine here. I really preferred the Snow City Cafe over this place for breakfast, seemed a lot easier to communicate our order and we actually had smiling service."
8924,Excellent customer service. Very fast windshield replacement.
8925,Good patrons good tips
8926,Never returned calls
8927,Very helpful. Great customer service. Someone always asks if you need help
8928,Good coffee
8929,Great hike but bears kill people on this trail in 2017
8930,Always a treat when we go to Anchorage!
8931,Fine place like every other hallmark I've been to
8932,Amazing place to learn about animal conservation/preservation and get up close and personal.
8933,"Fun, fun, fun with fantastic baked goods."
8934,"I love the scenic views behind the plaza. Inside has semi-ok shopping, not to browse but if you're looking for specifics."
8935,Fast friendly service
8936,Lots of variety... and love it!.
8937,"Love the glow in the dark lights. There's an alcoholic and non drinking side
Wasn't sure if there's a place to get something to eat as well. As the only 2 places looked as though they only served alcohol from being on the drinking side past the barriers. Happened to be next to very enthusiastic people who yelled in cheer each time one of their 8 people made a strike which was every other time so ended up getting a major headache from them. Other than that, a great place for kids, a fence thing goes up for kids so the bowling ball won't end up in the gutter. Unlimited amount of rounds, just pay for the hours. They provide white socks to wear with the shoes to help further prevent athletes foot and foot fungus."
8938,"Pretty nice place the main lady who is usually serving is very nice, the food doesn't take too long and it's pretty good."
8939,"Loved our experience. We called and were able to schedule a same day temperament test so our pup could have a doggie play date instead of having to stay in the hotel in his kennel. They were super sweet, helpful and he had a great time. They even had Frontline on hand for him to ensure that he wouldn't come home with any ""extra"" friends. This place is fantastic and we'll definitely be using them again on our next visit down from Fairbanks!"
8940,"Yummy rice bowls full of fresh veggies, served fast by friendly staff. A bit spendy, but worth it for the quantity and quality of the food."
8941,"They rarely have the parts in stock that I need even though I own a subaru, one if the most common vehicles on the island.  But they are cheaper than napa."
8942,Best option on the peninsular! Great sound and picture.
8943,Very kid friendly!
8944,"The food was a little less than awesome, but the service was nice, and we enjoyed our time."
8945,"After having some pretty disappointing food on our trip to Fairbanks (no disrespect, Fairbanks, but I hope we just didn't find the good options), we came here for dinner on our last full day.  It was simple, but kind of perfect.  It wasn't just the contrast that made it stand out, either.  I started wondering how I could start a place like this back home, which I will admit to doing a couple times in the past, but it isn't a regular occurrence.
Honestly, we were cautious in Fairbanks.  We wear our masks everywhere, not because we are worried for ourselves, but because it is the socially accepted right thing to do right now.  We walked into several places and felt unwelcome, mostly related to this.  We felt more welcomed here than anywhere else we went, and that meant a lot.  The food was excellent, as well.  As I said, it is simple, but it is done right.  The ingredients are fresh and balanced, and so is the menu.  The options range from vegetarian and healthier to more indulgent.  It was not a difficult decision to go back the next day before our flight home for lunch, and we won't make another trip to Fairbanks without stopping here."
8946,Great friendly service!
8947,Bernie
8948,"The crew at this location is the best!!! Quintin,Miguel, and Cheyenne are great. I start my morning with them offering great service and fresh food."
8949,Love this Lake!
8950,Great service easy in and out
8951,Buffet is great and food is delicious and 🔥 hot all you can eat is clean and personnel is there to assist whatever you need will go back again and again 😀
8952,best coffee I was able to find in alaska during my vacation.
8953,Got my truck right in and got the estimate done within 45 minutes.
8954,"Its consistently cold this winter, which is a nice upgrade compared to years past. Plus this year's fireworks were awesome!"
8955,Decent Alaskan venue with an open bar. Seems good for groups.
8956,Sports themed sandwich shop.  Taste good and the new sandwich maker will be awesome soon.  Lots of toppings you get to apply so decide how much of each.
8957,Great chocolate!
8958,Went to wash the car but the only thing working was the soap brush.
8959,"Cabellas is a mini adventure.   I have almost always been greeted with amazing customer service and knowledgeable employees.   One of my favorite places to shop, right after Bass Pro Shop 😉"
8960,Really cool & cozy atmosphere
8961,The cashier did not put my chicken sandwich in with my order.  I felt ripped off.  First I thought she did not charge me me for it. But she did.
8962,Good place to do business with. Clean and friendly.
8963,Great Food!
8964,The PadThai meal was great.
8965,Great ice cream
8966,Great burgers but I think they got much smaller than the last time we came
8967,"This was a amazing place. Been to Whittier a number of times, but the first time at Emerald Cove.  A great and beautiful place."
8968,"Ordered delivery, the man was very nice, but our food was just ok & took, what seemed like forever, to get here. The Queen Tostada we ordered was missing the salsa, & the sour cream was sweet for some reason? The tamales didn't have a corn husk? Never seen that before, not a big deal tho, but there was no chips & salsa either? Isn't chips & salsa a given at any Mexican restaurant, even when you order to-go/delivery?"
8969,Hot dogs😍
8970,Very great service from our waitress and the manager. Nice wine selection. Pricey but you do get what you pay for. Excellent place to eat and relax.
8971,Very helpful and wonderful service
8972,Decent fast food. Normal Alaskan price
8973,"Whale watching was great, no bears though."
8974,Come here for fresh made tea hot or on ice & is always so delicious along with the Staff who serve you they are always so friendly & kind & ask exactly how you want your tea made!  Should be called Sweet Summit...  Love this place!
8975,For the type of place it is there are some decent quality clothes
8976,Cabela's is a great store for everything from clothes to guns and everything in between. Very helpful staff. And a very interesting thing like a mini aquarium. And Cabela's has a useful Truck/RV Parking area on the side of the building. Great for people who are coming down from the Mat-Su Valley and interior Alaska who are going on to the Kenai Peninsula as Cabela's is right near the Seward Highway. I Greatly recommend this place.
8977,Amanda or Amelia and the lady who takes your picture made the whole DMV experience amazing. They were so helpful and understanding and just overall friendly and happy ladies. Thank you both for the best DMV experience I have ever had.
8978,Amazing church and amazing people I been going here for almost 4 years and I love it. Very dedicated people.
8979,Very nice small cozy place with a wide variety of dishes. Very nice staff I recommend Royal 🇹🇭 Thai.
8980,Feels like the food quality has gone down over the past few months...
8981,If you're looking for a great local bar on the weekends this is the spot to be.
8982,It was ok
8983,I think the prices are way to high for used items.  I saw several items I could get new at Wal-Mart for less money then they had there!
8984,Great veterans day program! Thank you so much for supporting our vets and military members!
8985,Loved it
8986,"Great atmosphere, friendly staff, good food. A Girdwood staple. Family friendly."
8987,Beautiful presentation. Attentive service. All our courses were perfectly prepared. Chef spent a lot of time on the main floor.
8988,Folks do there job well
8989,Love the little church.  Been going for years
8990,you can find name brands here
8991,Got love Costco.  Buy in bulk an save some coin. Plus they have everything.
8992,A bit getto but you got creeks in everybodys backyards .
8993,"(Translated by Google) It is the living nature

(Original)
Es la naturaleza viva"
8994,Great food and service
8995,"I like the food, their Monday burger special is a steal! Prices seem a little steep on other things."
8996,Great car wash. Love on Wednesdays they give part of proceeds to pet charities.
8997,"We pulled in here after driving up from Homer and being in the car for 8 hours. We had such an unwelcome welcome we almost got back in the car to go back to Homer. The owner who we had been talking to on the phone was the nicest man and we were so looking forward to our experience in Denali. What we experienced on arrival was not what we experienced during the booking. We were under the impression that we would be able to book our excursions with the front desk staff but then we were told no and that maybe they could help at the park. We were told the closest place for food other than the food trucks was back a few miles or into Heely where was a Brewery or grocery store. Unfortunately or stay never got better. Our key didn’t work multiple times and somehow this was our fault.

We ended up figuring things out for ourselves and had a great trip but with no help from Grizzly Bear. I hate to even leave a bad review but we saved and spent a lot of money for this trip and the staff here at Grizzy Bear really made this a very bad experience, I expected more. I expected better."
8998,Such good service. They didn't have a booth for me to sit my car seat in but immediately improvised and flipped over a high chair so we could settle it in. Food was amazing as well.
8999,It's a market
9000,Nice peaceful land mark downtown
9001,"Great prices and product. If you haven't been, go right now!"
9002,Great food and drinks.
9003,Great late night snack!
9004,It's great to deal with a business where the staff know their stuff. Great company.
9005,One of tge best hotels in Anchorage. Right in the heart of downtown. Alot of tourism stuff available down town. Very clean and Friendly staff.
9006,"Walked in to find out information.  The one sales associate who was there was sitting on top of the counter top playing with his phone. He looked up to say hi but didn't get up to ask us what we needed.  Walked over to him and asked him if he worked there since he seemed so relaxed.  I also wasn't sure since he wasn't wearing anything that said Cricket. No name tag, shirt, nothing.  He said it's always relaxed at that location and that's how things are there.  On the plus side he did seem to know his information regarding the questions we asked even though he was continually playing with his phone while he was answering our questions.

My wife was so turned off from this type of service that after we left we figured we would forget Cricket altogether.  Just to give them one more chance we went to another Cricket location, and it was a totally different experience.  Was told by this other Cricket employee that they hear complaints similar to ours about this Muldoon location, and that the Muldoon location and the Wasilla location have different owners so it could be that the types of standards are different."
9007,Like it
9008,It’s worth driving out for this theater
9009,Not a salmon... But a fish nevertheless. Cool little beach at low tide you can walk out to the rocks and around the point.
9010,Great medical care
9011,Excellent coffee and cozy atmosphere.
9012,Great place to see fish
9013,This place has really good food and is probably the closest I will get to getting my Chipotle fix since there are no Chipotle's up here.  I'm probably here about once a month lately so it's worth it.
9014,"Great little park with nice view, minus the occassinal homeless."
9015,Very delicious food and a great modern feel which both contrast the majority of so many places to eat around here
9016,Cute park
9017,Service was good but a little pricey
9018,Very good food and they have grits!!
9019,Cashier and security guard were nice
9020,"Adequate amenities, very busy bus hub. Laundry facilities not great"
9021,Stayed in Cottonwoods with a nice view of the river. Great food and great views at both restaurants.
9022,Food was good. Accurate order and fast service
9023,"The girls used to be so sweet, now they just seem to hate their job."
9024,"Best quick chinese place in town, and the only place that sells Milk bread in loaves. They're the only ones to sell steam buns and all the portions are HUGE. Bring a friend to share. It's nice to eat alone but better is everyone is sharing food with eachother.
The desserts aren't too sweet, which is nice. Not sugar filled. It's very much like how it is back in asia."
9025,Nice walking trail just ensure you have bug spray the mosquitoes are bad.
9026,Educational and entertaining.
9027,"Dirty, poor selection"
9028,"If you like bulk, this is the place for you!"
9029,Fast friendly service.
9030,"Prices at safeway in North Pole and Fairbanks area,  seem to be higher than other stores.  Living in North Pole and using safeway there,  there are usually lines because they have at least 2-3 registers closed.  Always seems to be after everyone is out of work. I don't like there deli.  I love chicken wings,  but their wings always seem to be over cooked and dried out."
9031,One of the best playgrounds in Anchorage for kids. Plus no homeless or druggies around like some of the other parks.
9032,did I say pot is good? I forgot... pot is good.
9033,"Great service and wonderful authentic Thai food!
Their Panang Curry 🍛 is my absolute favorite and they do it right here!
Definitely a good change from the ever popular buffet upstairs! 😉"
9034,"Helpful staff, and they price match what ever the website says so you can look up a SKU and pay that ."
9035,Ordered nachos with shredded beef. Clumbs of meat with a little burnt cheese atop burnt nachos. The cook did a terrible nachos.
9036,"The food was too expensive for whst you received. Cost $80 for 3 beers, chicken and broccoli fettuccine, a chicken breast with a portabello mushroom gravy, and 2 cups of soup. You are paying extra to for the building because it is in the National Register of Historic places. The food was good just over priced."
9037,"Consistently excellent food and service. Whether dining alone, or with a date, or kids, or a large group, I have always felt welcome and enjoyed my visit"
9038,"Beautiful place, clean and we'll maintained. Long friggin bus ride."
9039,You know what you're getting here.
9040,Awesome place to find a totally great meal.
9041,Very convenient
9042,Friendly staff
9043,Pretty views
9044,"(Translated by Google) Very good hotel A bit expensive in season, especially if traveling on a budget. But it is worth the effort to make the effort. Large and well equipped rooms with a luxury bathroom. Recommended. And very close to the Denali national park.

(Original)
Muy buen hotel. Un poco caro en temporada, especialmemte si se viaja con poco presupuesto. Pero vale la.pena hacer el esfuerzo. Cuartos amplios y bien equipados con un baño de lujo. Recomendado.  Y muy cerca del.parque nacional Denali."
9045,"$40 for a haircut is too expensive. I can't even see the difference, she just cute a little bit and she was moving so fast, she finished in 10 min."
9046,Totally disappointed. OUT of Pot Pies and Famous Bowls.  After waiting 10 minutes I was told it would be another 16 minutes for my original recipe bucket to be ready. Place was not that busy.  Will not be going back.
9047,A great place to eat they have good breakfast they have good burgers and your waitresses are so great at their job
9048,Best wings in the valley and great pizza too.
9049,Delicious mexican food
9050,"Best pizza in Alaska, period.  Always hot, fresh, and delivered with a quickness.  Thank you!"
9051,"Needs more parking, or the parking needs to be monitored more often. Stayed here and the restaurant took up every single parking. Other than that the security is awesome and watches all doors to make sure only guest are welcome which is a plus being next to open bars."
9052,The burgers were delicious and my daughter actually ate her corn dog. Worth the prices.
9053,Delicious food.
9054,CBD oil for insomnia and pain relief very pricey..l hope it works out for me it 9:08 im still awake from last night🤔🤔🤔🤔🤔 $140.00
9055,"BJ's is great, not b the cleanest parking lot."
9056,c a c a
9057,"Horrible service. Chips were stale. We literally had to hail down our waitress, never did get a glass of water. Now I know why I haven't been there in 10 years."
9058,Very happy  they did just what I asked for  love the new color
9059,Wish they have more sales very expensive
9060,Best burger in Juneau hands down.
9061,"We spent 3 wonderful days at this resort, the hot springs were crystal clear and toasty warm to hot depending where you soaked at. Just a heads up don’t forget to drink as much water as you can, the hot water dehydrates you very quickly! Bring your water bottle, you can refill it in the building where you checked in. There is a lot to do if you want or just relax and unwind. To cool off visit the Ice museum on the property a cool 26f. And very beautiful and unique. This resort is off the grid only Verizon and ATT cell coverage works here what I have been told. We were very blessed to meet the owner Berni sp? And his family. Unfortunately he lost his wife in January and they were having a celebration of life for his wife. What a wonderful man he is and his family.  Sending prayers to his family.  The resort is a work in progress, and progress takes work what he said.  The new hotel covered entry way and drive way was getting paved when we were there in mid Aug . The hotel rooms are nice like camp rooms, don’t expect 5 stars here maybe 3. The restaurant has amazing tasting food, 40 % of the food is grown in the green house and garden.  Ooh, bring shoes that you don’t mind getting a little dirty, paved and in paved areas if you walk around a bit. And hiking shoes if you want to do some hiking.  Lastly friendly staff ."
9062,This place is so run down and poorly managed. Everytime I make an appointment and show up on time they still take an extra 20 minutes to see me. Like what is the point of making appointments if you don't even see your patients on time? On top of that they said they'd have my test results in about a day but it took them over a week to actually get them.
9063,We had pizza and salmon sandwich on brioche buns.  Good good and outside seating has view of harbour.  Only draw back is that Hostess staff is not organized or able to predict wait times.
9064,"I loved my steak bowl! Friendly service and delicious, delicious food."
9065,Fresh chicken
9066,It's energetic and the host and servers are genuine. I love there food and desserts. I could eat there for a lifetime.
9067,Excellent staff and maintained very well.
9068,Outstanding food and incredible service!
9069,"Always professional staff, food is very good."
9070,Decent.
9071,Loved it. Very good work. Will be back.
9072,"Great food, service, and atmosphere."
9073,have not been there
9074,"Great staff, clean showers and laundry. Tight RV parking."
9075,It's great paint and awesome service
9076,Great place very helpfull people
9077,"Paid too much for food that tasted like it was thrown into a microwave. However, the service was wonderful and welcoming."
9078,Added an antenna to a tower.
9079,Try the Gyros! Great service and nice ambience.
9080,Exceot it would have been so so so much better if I coulda or woulda won some $$$$ @ BINGO tonight. Lol so much for beginners luck..
9081,Great place to lose the time...but your money as well 😉
9082,"Lots of products, good price, friendly staff, very clean facility."
9083,One of the very few places in the valley that you can get stuff in bulk
9084,Stickers!
9085,"Love the jalapeno burger, onion rings and potatoe skins!!"
9086,My husband and I have eaten here twice. Once we picked up and once delivery. The staff are pretty cool and the prices aren't bad but the food is pretty mediocre. Not a lot of flavor amd tortillas taste like microwaved store bought. Not bad in a pinch I guess.
9087,"Convenient, had Starbucks...good...a variety of stores."
9088,Wee bit over priced.
9089,"Nice quality staff, good managers. Great service not many mistakes & when the mistakes do happen the managers are quick to fix employees mistakes."
9090,Didn't find what I was looking for.
9091,"Great food, great prices. Fish was delicious."
9092,Very good cocktails.
9093,Always luv shopping here .. plus they offer a military discount
9094,"Better now than last year. Food tasted great and good portions. Service was a little slow, but very nice. We will definitely return as this is a Fairbanks classic."
9095,Good food
9096,Ive been shopping here for 10 years. Awesome customer service from shopping to delivery. Quick and painless!!!
9097,Great place and very helpful but very pricey.
9098,Very boring place
