0,Primary Label,Secondary Label,Tertiary Label,Explanation
"Good food, good service",Quality,,,
"Food took an hour, meat was dry and the live music was awkward.",Restaurant,,None,
I live in anchorage and me and the wife drive out to eagle river just for the coffee.,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Always loved Tastee Freez. Friendly people. Love the food. Love the place.,Taste,Customer Service,,
Friendly staff at the door!,Customer Service,,,
Best bar in Seward,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Good food,Quality,,,
Many big box stores and eateries. Fantastic movie theater!,Restaurant,,,
"Fun playground for the kids, love the climbing wall that is painted to look like the Mountain.  The playground is overlooking Resurrection Bay.",Taste,Experience,,
"Great staff, great atmosphere all around amazing place.",Taste,,,
"Fast service, fresh healthy options",Customer Service,,,
Great location 😄,Taste,,,
Iconic burgers and chicken dinner joint owned by the same family since the 50s.,Taste,,None,
"Not much here, but the stores that are there are nice. They just arent places I'd normally shop, so I won't return.",Location,,None,
Love this place,Taste,,,
"Awesome place, pool tables, great atmosphere!!",Taste,,,
Food is often cold or fries arent fresh. Inconsistent. Overall fair considering my overall experience and expectations for McDonalds. Its best to go wen theres a medium amount of business.,Taste,Experience,,
Fun.,Experience,,,
"I highly recommend the Crowson Law Group to everyone I know for a personal injury attorney. They went above and beyond to make sure that I was taken care of after my fall. If I am ever in the position to be needing an attorney again for a personal injury, I will for sure be calling Crowson Law Group!!! Thanks guys, for EVERYTHING!!!!",Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Good food.,Quality,,,
Beautiful,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Doors were locked.,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Brilliant comfort food!,Restaurant,,,
nice building,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Delicious, and great service!",Taste,,,
"Relatively cheap laundromat, with a few pinball machines and small convenience counter. Showers looked clean and stocked. Just be sure to plan ahead so as to not be surprised by the cutoff time being 7:15 for last load.",Cleanliness,Experience,,
It was good,Quality,,,
Sat out on the patio and watch planes come and go off Lake Hood.  The food was great and reasonably priced.  Would suggest this place.,Taste,Price,,
This place is closed. Today is 9/26/2020. I just went to get food.,Restaurant,,None,
What's a fantastic store. Such a friendly atmosphere. If you love the outdoors or even need some clothes for work this is the place to go no doubt. The Carhartt store for sure,Taste,Customer Service,,
No complaints,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Lots of choices and friendly service,Customer Service,,,
Had what was looking for,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Love that Jber family environment.,Taste,,,
Amazing service,Customer Service,,,
Pizza is as greasy as the staff.,Customer Service,,,
Arctic entries was a good show I enjoy participating.,Quality,,,
No complaints,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Lovely people help you out with everything Anchorage.,Taste,,,
"Burgers are pretty good.  They just never get my order right. Hasnt happened yet once and I've been there at least 10 times. Service is always polite. And I love you can get a beer there, too.",Taste,Customer Service,,
Clean. Quiet. Great mountain and ocean views. Very reasonable rates. Professional staff,Taste,Customer Service,,
Neat place good for tourist. not much of food selections. Other than that food is affordable.,Quality,Price,,
I hadn’t  been in the store for couple urs but i remember being treated great while shopping but when i stopped by this time i felt like the woman was rude. I think they were close to closing or something but either way i felt rushed and i just left. So i dont want this one interaction to prevent me from coming back but i don’t recommend going close to closing lol,Taste,Experience,,
"The McDonalds on Artic is my least McDonalds I have ever been to. The Manager is very rude. The staff is nice but messes up order 3 out of 4 times. The drive thru wait is very long. And, homeless people come to your car while in line. Not safe nor helpful manager.",Customer Service,Experience,,
Fast service.,Customer Service,,,
a little noisy and a bit pricey but the burgers and brick oven pizza are awesome! so is the service! a great beer selection too!,Taste,Customer Service,,
Incredible food. Smoked salmon cakes were to die for. The sausage gravy I got on my hashbrowns was the best I have managed to find in anchorage. My only regret was not starting eating here sooner after moving to anchorage.,Restaurant,,None,
Very nice store. Friendly staff. Great experience,Taste,,,
Staff was great and very friendly!,Taste,,,
Best Asian food in homer,Restaurant,,,
In a pinch I'd go here again however very limited selection and only one person running the place (cook and cashier) when I was there on a weekend.  Signage advertised A&W root beer however no root bear at all in the soda fountain.  I also got the impression that I would want to avoid this place at night unless I was literally out of gas.,Location,Variety,,
Decent gym and roomy workout area.,Location,,,
Best chicken in town!,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Not bad if you have the part numbers otherwise ordeal,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Great products and great friendly service,Taste,,,
Great food authentic decor a burger fries and coke for $15,Taste,Ambiance,,
"Their food is on the decline however, still a fun spot to hang and drink",Restaurant,Experience,,
Their cheese fries are a joke.,Taste,,,
Great food and coffee,Taste,,,
"the nugget mall have added one LA nail store, and one huge Sportman Warehouse.",Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Best Mexican food in Fairbanks!,Restaurant,,,
The last time I saw lettuce that brown it was in the trash.,Experience,,None,
Very nice with good display history,Quality,,,
"Very authentic and a good display of local charm. They pay great attention to detail with coffee, and offer unique breakfast items that couldn't easily be replicated.",Taste,Convenience,,
Good food and service.,Quality,,,
yeah I got devices set up by these folks because they all have the DirecTV and  had them for 30 days and they didn't even set up me an account to pay them how lame is that,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
fridays special is fantastic,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Great place,Taste,,,
not authentic,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Good prices they sell some things in large quantities and some in smaller sizes.,Quality,Price,,
Great selection. Very competitive pricing. Highly recommended whether you live here or just passing through.,Taste,Variety,,
"Anchorage,  Alaska Local bakery / pastry
Shop",Local,,,
Great coffee,Taste,,,
meh,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Great produce great store,Taste,,,
"I have purchased many dresses from David's, their staff is extremely helpful and goes above and beyond. Their alterations department is fast and reliable and will walk you and a friend through how to pin up your wedding dress.",Customer Service,Convenience,,
"This was such a nice place to have an outdoor gathering after our wedding ceremony and reception.  We rented a shelter and had a fire and such a great time.  Unfortunately, you have to vacate the premises by 10PM, but we were able to move the fire to the beach and the festivities continued.",Taste,Experience,,
"Affordable and had excellent pizza. The atmosphere was welcoming and the employees were generous. The only thing some people might not like is you have to order your pizza at the front, but for me it didn't matter.",Quality,Price,,
Great selection. Staff knowledge varies widely.,Taste,,,
"It's McDonald's, how good can it really be...",Quality,,,
"Clean and Modern, with Exceptional Trails.  I wish all of our State Parks were of this caliber in Alaska.",Cleanliness,,None,
Loved it,Taste,,,
"Good salmon chowder. Recently returned. We sat at a table for several minutes before being greeted. Not a busy night. The booth was broken and my friend almost fell.  The service just wasn’t around. Got in the cab to head back to the hotel. The cab driver stated he keeps hearing his customers say it’s not as good as it use to be.
Need better customer service and to fix the broken booth.",Quality,Customer Service,,
Inexpensive and great service,Taste,,,
"Any building materials you would ever need.  Just load once, unlike big box stores.",Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Their.I like shopping,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Staff was incredibly knowledgeable and eager to share their wisdom! Prices are reasonable, especially considering the abundance of materials available to use! I will definitely be back for more!",Customer Service,Price,,
Great food. Pizza has the perfect crust. From the very first bite there is amazing flavor that instantly satisfies your taste buds. The Greek vinaigrette dressing was also wonderful. Staff is great and food is ready for pick up when they say it will be.,Taste,Customer Service,,
Well worth the time and money,Experience,,,
"Loved denny,s",Taste,,,
"G.P
It smoke great! Have to check this place out on black Friday! Great deals on Oz!!",Taste,,None,
"(Translated by Google) Absolutely fire😮🔥

(Original)
Absolutely fuego😮🔥",Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
It’s like a 7/11 with an Alaskan twist,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Very good food and terrific service. If you're staying in Girdwood this is definitely one of the places you want to dine at.,Quality,Customer Service,,
Great food as always. Server was a bit pushy though.,Taste,,,
Only way to fly.,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Not as much selection as some markets but clean and plenty of room.,Cleanliness,Variety,,
Service was awesome. Robert was really helpful is terms of everything. Drinks were awesome too. Must try salmon in lunch menu.,Customer Service,Variety,,
Hot and fresh bomb chili,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Location Prudhoe Bay Alaska the rooms are very nice very good service and helpful employees,Quality,Customer Service,,
No matter how hard they try it's still going to have the old crowd around from when it was the Howard Johnson. This hotel is Hot.,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Great place to rent ice skates.,Taste,,,
"Lots of stock in the aisles everywhere, hard to maneuver around",Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Great portions, good atmosphere, mom & pop cafe.",Taste,,,
Had drinks while staying at Princess Denali lodge.,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
A bit pricey but you get what you pay for. The steaks were on point and it had a great atmosphere.,Taste,Price,,
Clean interior and friendly staff. Well organized. Great prices.  Great hor pizza.,Taste,Customer Service,,
"the chicken is definitely delicious, a nice thin not too crunchy coating, over moist not slimy  chicken. the dipping sauce is quite good as well. the fries were meh in my opinion slightly under cooked but not bad. cole slaw was pretty standard but pretty good. definitely going back for more chicken!",Taste,,None,
Biggest selection of filipino groceries,Variety,,,
EXCELLENT cinema!!!,Quality,,,
Food amd drinks were good,Quality,,,
"Good coffee, friendly people and in a great spot downtown. Been frequenting their shop for 15 years and wouldn't change a thing.",Taste,Customer Service,,
Love the wings,Taste,,,
"Clean
Location is in the right spot",Location,,,
it's a really cool park. I wouldn't advise you guys doing this when you go there but I was there at 3:00 in the morning so I didn't off model rockets that fly 200 ft up in the air The cop that came with a very nice cop and they are patrolled,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Try my luck.,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Nice to have such a big park in Wasilla, starting to look like it's been well loved.",Taste,,None,
YES!!!! They lettuce wrap burgers... Got the special with extra patty and lettuce wrapped...,Taste,,None,
"Love there hot chocolate and tacos and the manager Amy there is a sweetheart, she works hard  to keeping her staff busy and her customers happy",Taste,Customer Service,,
Nice and clean easy in and out,Cleanliness,,,
Mediocre.  Would not go back.,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Love it, but needs more space and heat outside",Taste,,,
Prices are a little high but good otherwise,Quality,,,
Good service food okay!!,Quality,,,
Believe the hype! Very best ice cream ive had in the Interior. Give the banana chip a try!,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Trapper Treats are amazing!!! Also, best place for grub and a movie in town :)",Restaurant,,None,
Wonderful Tacos,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Great selection and supply,Taste,,,
Nice kids working there,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Best smoothies in town!,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
I like the Frosty's. And the burgers ain't too bad either. Cost too much!,Taste,Price,,
"We love VCA. We had a very bad experience with a traveling vet here a few years ago, but Dr. Mandy is absolutely amazing! She is so down to earth. She actually cares about you and your pet, not about upcharging you. I love the way the office preps for your visit with a goodie bag and welcome sign 😍 Their policy of conferencing with you about the charges BEFORE they do anything just really puts me at ease. Plus, they were very kind about telling me my dog is overweight 😂 I know, I know... we both need more walks!",Taste,Experience,,
Excellent service,Quality,,,
It's a mall!!!,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
It's your typical Wendy's fast food. Nothing more nothing less. If you need a quick bite to eat Wendy's is your place. If you from the lower 48. Wendy's will cost more.,Restaurant,Price,,
"Beautiful simple decor, cozy. Very clean facility. Staff is friendly, pleasant, knowledgeable! Definitely going back!",Customer Service,Ambiance,,
Summer picnic great fun,Taste,,,
"(Translated by Google) friemdly people quick competent service

(Original)
friemdly people quick competent service",Customer Service,,None,
Friendly staff wasn't pushy. Good beer specials. Quiet enough to talk with friends. Others watching games on TV's,Quality,Customer Service,,
Consistently pleasing,Quality,,,
good fast food,Quality,,,
Nice place. Good food,Quality,,,
"Customer Service!!!  Had three dents to get fixed and when Jason had finished, you couldn't tell they were ever there. Integrity, he told me if he could not get them out, he wouldn't charge me!",Customer Service,,None,
Very friendly and helpful staff!,Customer Service,,,
Great place for pets. From dogs to rabbits,Taste,,,
Food was delicious services was great and stake cooked on point,Taste,Customer Service,,
"Awesome owner, always really nice and the macaroons are really good with new flavors all the time.",Taste,Experience,,
"Slow service due to low staffing (probably because of covid). However, if you can wait in the long line, the food is fresh and hot with good customer service.",Quality,Customer Service,,
Good turkey sandwich,Quality,,,
Friendly service. Use the McDonald's app.,Customer Service,,,
Great selection of kids books,Taste,,,
Awesome tacos,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Shopping was fast and easy . They always have amazing sales meat . I would recommend the meat sales that the always have if you like to save $$$.,Restaurant,Convenience,,
Excellent Food and Service!!,Quality,,,
Super good tea and food,Quality,,,
It great four kids,Taste,,,
"Severely dissatisfied. First time here and they messed up not only my order, but other peoples order. The food was bland, namely the Country Fried Steak. Was like chewing in soggy jerky. And when we go to pay, they only accept cash or check, no sign posted anywhere stating this. Conveniently there was a ATM.  Only redeeming part of the meal was the biscuit and pancakes.
Shall not return.",Restaurant,Convenience,,
Made me so sick,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
They have a great collection of vinyl records and strange men reading magazines.,Taste,,None,
Friendly staff,Customer Service,,,
First time there and it was amazing  big sloppy  but not to sloppy oh OMG cant wait to go back,Customer Service,Experience,,
A pricey option for dinner but the food is delicious. Huge wine selection complements the tasty seafood choices.,Taste,Price,,
Best coffee and snacks,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"While I didn't get to eat here personally, a local resident highly recommended it, which I took as meaning it is very good... While I got the impression he was being honest, I guess there's a remote possibility it's his mom's restaurant and he just wanted me to support it. Either case, I'll be stopping here when I come back!",Quality,Local,,
The young lady that did my pedi was amazing. The gentleman that checked me in and out was not so amazing. Very poor customer service. He was more concerned about texting and talking on the phone. Never said thank you; luckily I had a gift card for this visit and I won’t be back.,Customer Service,,None,
"(Translated by Google) Pleasant atmosphere, very rich food, the sea esther that serves is a beautiful sun

(Original)
Agradable ambiente, la comida muy rica ,la sea esther que atiende es un sol de linda",Restaurant,Ambiance,,
It's a hipster oasis in the last frontier,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Sale,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Good food.,Quality,,,
"Good pizza, great beer, just don't be in a hurry.  I have been here in Anchorage for 9 years and the Moose's tooth has never disappointed. The food is always good, plenty of good beer to choose from, but it has become so popular that you can wait for an hour or more for a table.
But it is worth the wait!!",Taste,Customer Service,,
Some of the best pizza in town and for a decent price! Their calzones are fire.,Price,,None,
"Incredible views of Hood Lake. It's fun to watch the float planes land and take off. There is an on site restaurant and bar, both of which are good and worth a visit all on their own.",Quality,Experience,,
I love the beer here. They have a great selection of micros.,Taste,Variety,,
Interior currently under construction and dine-in is not an option. Drive- thru is open.,Restaurant,,None,
Buffet is back,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Great service, and good food.",Taste,,,
"Great atmosphere and service, receptionists on the chiropractor side can be a bit crotchety but where the magic happens is what makes coming back worthwhile. The doctors genuinely care about your health and well being.",Taste,Customer Service,,
"Easy walk, nice falls. If you're looking for something a little challenging or stunning, look elsewhere.",Convenience,,None,
Friendly staff,Customer Service,,,
Easy to find what you want with great prices.,Taste,,,
Good selection. Fun to browse,Quality,,,
Two words: luxury seats,Restaurant,,,
My food was cold. 😖But the lady at the window was nice.,Restaurant,,None,
Love their breakfast menu,Taste,,,
Worked very well with a time crunch that I had. They were very professional. They did a great job and I love the late night key box that you can pick up from!,Taste,Experience,,
"This is the best Chinese food in town and at a ""reasonable"" price. Five stars for Valdez.",Restaurant,Price,,
Wonderful food and good service but just too crowded and noisy to get 5 stars.,Quality,Customer Service,,
On the basis of customer service and the overall store I would say i have had very good experiences. Prices are marginally higher than other stores that offer the same product. But they do tend to carry higher quality products than other stores in the area. Staff has always been friendly and knowledgeable. Especially the fellas at the gun counter. I really like the status board at the entrance that updates you on lake and waterway conditions. Will continue to give them my business.,Quality,Customer Service,,
Great theater experine and friendly staff.,Taste,,,
Nah,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
I have had sandwiches from here they are very tasty.,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
I.got food poisoning. French dip & fries. Must go have been old.,Taste,,None,
"Not amazing by any means, but they have good deals and their food can sometimes be pretty good depending on who's working there.",Quality,Experience,,
Great owners and great food! Definitely best lunch spot!,Taste,,,
"I make it a point to go to Sullivan's Steakhouse when I'm in town, especially when Blaze & Eric are playing, and I'm always impressed. I had the chorizo stuffed dates last night, and wowza, they we're great!",Taste,,None,
Staff look inhappy.  They don't acknowledge you if you are w waiting for propane.  Just a gas station.,Customer Service,,None,
"Good drinks,  fun staff and awesome Mexican steak.",Quality,,,
"Great food, we like the burgers so well we have a hard time wanting to order anything else, the fries are seasoned with something that make them irresistible. We're going to try the cheesesteaks honest..",Taste,Experience,,
"Loved coming here, close to work, good coffee, until I tried to substitute soy and got huge chunks in the bottom of my iced drink. I nicely mentioned it to the cashier the next time (glasses and huge holes in her ears) I didnt ask for a remake and she just told me it's normal with soy milk. Went again and tried the soy milk again but its disgusting having an iced coffee with chunks at the bottom regardless if it's normal for soy to do that, she even argued with me and told me to get my coffee elsewhere. Very poor customer service and quality if you think it's okay to serve chunky drinks. Gross.",Taste,Customer Service,,
Quick in and out. Great desserts.,Taste,,,
My absolute favorite Palmer restaurant. I love their burgers and adore their pie. Can't want to come back!,Taste,,None,
Such a fun place to take the family. They care about their community as well and donated to our school's silent auction! Thank you H2Oasis!!!!,Location,Experience,,
"I’ve relied on the excellent group of caregivers at Providence for years to take great care of me and my family. From imaging, emergency room visits, surgeries and extended stays in their state of the art NICU, there is never a time I haven’t been unbelievably grateful to have such an incredible health care center to depend on. They’ve mastered medicine but also compassion, which is sometimes not the case in healthcare facilities. I’ve never had to wait long for any service and my questions are always answered thoroughly and with smiles. Today I needed a scan and was fortunate to have Dylan taking care of me but most every staff member there has made me feel completely comfortable. On a side note, I’ve spent a lot of time in their cafeteria and gift shop, both unexpectedly impressive. The gift shop has a cadre or dedicated volunteers who work there along side the regular employees, which is always wonderful to see. In fact, there are many volunteer opportunities that Providence has created to allow the community to help those who might be in need. They also have a Subway, pharmacy and a couple of coffee shops in the building. When you are there for extended periods, having these services really makes a difference. They maintain a beautiful chapel open to the public and plenty of quiet places for visitors who need a moment to sit and reflect to find on each floor. Providence is proud of their employees, the services they offer and their presence in Alaska, and well they should be.",Taste,Customer Service,,
Very interesting frozen in time period house-and what a story behind the house- loved the old fashioned items strewn  all around this house,Taste,Experience,,
Pricey for a thrift store but we did find most of our costumes there.,Price,,None,
Great Philly cheesesteaks and fries! Kind and welcoming owner/staff and good food,Taste,Customer Service,,
This is an amazing place to pay respects to our fallen troops and what better place than the beautiful alaskan wilderness? The scenery is beautiful and the information is absolutely perfect.,Location,,None,
"We had a very rainy trip and it was still incredible. The crew does their best to make the trip memorable. Having a naturalist on board was a really nice feature as well. Booking was easy, as was the boarding process. The amenities on board made the trip very comfortable and smooth. Lunch was great! (Salmon chowder for both of us.)",Taste,Convenience,,
"Exhorbant cost
Save your money...want to say to all people coming to Ak. that get drawn here to this place....

Hidden cost, contracts are changed ,information untrue. This place was an inheritance  and now in hands of grandchildren they did what grandparents did not want...make money off people .   I knew the original owners. Too bad.

Diamond M= be fair. It cost a lot to come to Ak.   to see our state. You do not need to charge so much. Start a new reputation as a gift.

Thankyou for sharing. That is what is lacking. Be a part of a better world. Help the poor. They are thrown around. Help the wealthy. They are used. Change , help share Ak. You charge to much. By your actions you can help the children. Free. You were given, now give more freely.

Why havent you ,btw,open up something, somewhere  for the underprivileged singled ,disabled Alaskans that are homeless?   Tiny homes. Help the year around senior disabled citizens that built Alaska before you were even here. Theres a reputation to be proud of.",Location,Price,,
Great place to bring the family,Taste,,,
Good combo meals,Quality,,,
It is a nice place to get your nails done,Location,,,
Love it,Taste,,,
"I make a rule to stop here every time I pass by. The slices are generous and delicious and the service is faster than you would expect. Also, fun fact: the sign that spells out ""coasT"" is a remnant from the previous tenant, which had the same letters spelling out ""Tacos.""",Taste,Customer Service,,
Great live music and delicious food. What's not to like?,Taste,,,
I love the shopping center I’ve never seen it packed! Which is great ☺️,Taste,,None,
"Severely dissatisfied. First time here and they messed up not only my order, but other peoples order. The food was bland, namely the Country Fried Steak. Was like chewing in soggy jerky. And when we go to pay, they only accept cash or check, no sign posted anywhere stating this. Conveniently there was a ATM.  Only redeeming part of the meal was the biscuit and pancakes.
Shall not return.",Restaurant,Convenience,,
Beautiful Amazing views,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Clean,Cleanliness,,,
"There is a veritable bevvy of donuts to choose from this locally owned bakery.  Their prices have crept up consistently over the past 2 years and they don't always include a bakers dozen when you buy a box.  That being said, they are a quite treat for the occasional pit stop and to share with friends.",Quality,Price,,
Had a great early morning game. No one else on the course definitely worth going.,Taste,,None,
"Pretty good service and the red bull smoothies are bomb, but you have to ask for the colors to be added which is kinda lame if you forget.  A little pricey but usually worth it and the wait time isn't to bad most of the time",Quality,Customer Service,,
Fast service,Customer Service,,,
Great services and prompt,Taste,,,
"What a great place. Makes you wonder if you're really in Wasilla. Buy a crafted coffee and a confection, then sit by the fireplace and warm up in an environment that is unique in the Valley.",Taste,,None,
The staff is very nice and quick to help.,Customer Service,,,
Good price and cleanliness.,Quality,,,
"Food was ""ok"" not great.  Service was far from good.  Took a long time to get food.  Out of shrimp.",Taste,Customer Service,,
"Food was good especially scallops, however the king crab did not seam to be fresh. It came out cold and soggy.
Quite speedy for the quality of food. Decent wine selection.",Taste,Variety,,
Beautiful setting...great staff,Taste,,,
We had an excellent waitress.  The food was delicious and the bread sticks were yummy.,Taste,Customer Service,,
"Friendly workers and a clean environment! I am a fan of having subway right there, could 100% recomend the chicken bacon ranch combo there!! Just only had frozen variety of meats and vegetables. Not a huge problem just heading over to safeway after for those things. Otherwise had it all for probably the cheapest on the island!",Restaurant,Customer Service,,
"Place was clean, and had a great selection.",Taste,,,
interesting,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Frolf course, ski and bike trails, fields, walk-through archery course, beach...
Tons of fun to be had here.",Experience,,None,
Wonderful,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"This place used to be amazing but definitely leaves some room for improvement these days. The rolls were ok, I didn't get to eat my food while it was hot as they forgot my date's food which I had to go and remind them she hadn't gotten it yet. They come back and say it just went in the frier, 10 minutes later it actually comes out...so they definitely forgot about it and then lied about it, not cool.",Restaurant,,None,
It seems like more than half of my fry orders I've received are soggy.,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Great,Taste,,,
Good place to have local brews. Also has a lot food options to choose from. The staff and ambience is also nice. Good place to relax and watch sports. Prices are fairly reasonable.,Quality,Customer Service,,
Outdated interior. Like 30 years outdated staff was efficient but very odd. I'm sure the manager lady was high. Food was on point and service was efficient but robotic.,Restaurant,Customer Service,,
Best Bbq in ALASKA hands down,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
The fur rondy is going on right now with carnival rides and food Booth with dog racing and a whole bunch of craziness with fur,Restaurant,,None,
"The ramen was delicious! Naruto is a great place to go on a chilly day. The first time I went the service was great, and the second time it was ok. The food was flavorful. My favorites were the vegetable ramen and curry ramen. I would definitely recommend trying this with a friend.",Taste,Customer Service,,
Excellent pizzas,Quality,,,
They have a couple of meal deals that are a good bargain for your buck right now.,Quality,,None,
"Good food, staff is always great! Can’t beat the special margaritas",Taste,Customer Service,,
I really love McDonalds. I love the buttermilk crispy chicken tenders. I love the things on the receipts where you can buy one get one free n stuff like that. Fast food. Easy to order. Usually have nice workers. But sometimes they forget things in the order.,Taste,Convenience,,
Rose and Ciff provide outstanding service and handiwork. They're superbly skilled at locs and other hair styles.,Customer Service,,None,
Good food and staff.  Fast service.,Quality,,,
"Very beautiful scenery, seeing quite a few eagles, harbor seals, good spot to leave from when you get a chance to go out fishing.",Quality,,None,
"Baseball fields, access to the costal trail, playground up top, parking lot, port-a-pottys, and even a small garden to walk through.",Price,,None,
Drove from Fairbanks to Anchorage for a nice weekend stay prior to deployment. Rented the room for the swimming pool. Find out that they close the pool on weekends to do maintenance. 😥,Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Excellent food!,Quality,,,
JCP,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Good steak, service was mediocre.",Quality,,,
People like helping you if you have any questions,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"Great fun because of the people we enjoy.
But the place has a weird smell and needs to be redecorated. Mold ?",Taste,Ambiance,,
They do great and if you are going to wait for your car they make you a priority,Taste,Customer Service,,
Big pumpkins and some Kool stuff,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
Ok place prices ok my furniture cushions broke down less than a year.,Location,Price,,
"There was a male employee in there who was incredibly knowledgeable about the products, very friendly, and his make up was on point. People who like what they do or are passionate about what they do are always amazing employees. He was amazing",Customer Service,,None,
Love this place. It's better than Starbucks!!!,Taste,,,
"I avoid getting mixed drinks here due to a weak pour and high price, but the beer is decent. I like the jack daniels sauce and the food is always good here. Lots of cute servers if that is important to you.",Quality,Price,,
I went in to Lowe's at this location just to see what they and and window shop employees  Was on the ball to see if I needed help,Location,,None,
"Took one if my clients here to bowl for one session. Staff was super unprofessional, will be driving to Anchorage from now on to bowl. Not worth my $4.75",Customer Service,,None,
The Pie place,Location,,,
Good Walmart. Not crowded.,Quality,,,
Fun great coffee,Taste,,,
"Quiet atmosphere, good food.
Great service",Taste,,,
"Really great service from super friendly staff. Personal faves are their Kale & Quinoa salad, and of course the Macaroons. Always try their specials, but I love their Birthday Cake! Oh and their fresh brewed tea is amazing.",Taste,Customer Service,,
Great food!,Taste,,,
Good food,Quality,,,
Very nice place,Location,,,
A cigarette store with a plethora of alcohol. Service quite good.,Quality,Customer Service,,
Great customer service.,Taste,,,
Had what I was looking for,Unable to categorize,,,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"They sold me a warrantee full well knowing we we're purchasing vehicle to drive for Lyft. When I received the policy it stated that any vehicle that is used for taxi (Lyft specified) will not be covered. And, I was told they were going to get me a spare key. When I returned to pick up my matts they acted like I was nuts.",Unable to categorize,,None,Unable to assign primary label: Review content is too vague or doesn't fit into any known category.
"I'm pretty sure this place is a homer icon, but frozen burger patties is not ever the way to go. I'll give them one more chance for the ice cream.",Location,,None,
"Clean, well lit and a great selection.",Taste,,,
Fun for the kids. I wish they changed some of the activities out a little more often.,Experience,,None,
Beautiful place beautiful people,Location,,,
"Great selection, competitive prices....",Taste,,,
